image_id,filepath,filename,crop,class_label,dataset_source,existing_partition,batch_id,file_size_bytes,sha256,phash,width,height,mode,format,is_corrupt,group_id,family_size,partition,class_idx,selection_reason
clean_train_early_blight_68118,clean_dataset\potato_dataset\train\early_blight\68118.jpg,68118.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31273,f3126afb763b22d9785f1518a310310e93ac2a5c57f1673dedcca1ddc80cd5c9,ac2dfd6092878b9a,224,224,RGB,JPEG,False,potato__early_blight__grp_00524,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68123,clean_dataset\potato_dataset\train\early_blight\68123.jpg,68123.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,29152,a60828f2737de3e7ac416f32c745e1b720a8e4c7d45036b0c1f756b8d2cdc980,eada818f9cb19236,224,224,RGB,JPEG,False,potato__early_blight__grp_00527,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68124,clean_dataset\potato_dataset\train\early_blight\68124.jpg,68124.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31984,16067ffae762ed430023764de682950d8a728822d14a82f65a9b2ed4377af56e,8a56bde8f0a582a7,224,224,RGB,JPEG,False,potato__early_blight__grp_00528,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68127,clean_dataset\potato_dataset\train\early_blight\68127.jpg,68127.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,30092,25a23fb92085e2616a74f747a74525da6c197cde34a9145a2b1f2e97a1bb7ec0,8285bf52f94be03c,224,224,RGB,JPEG,False,potato__early_blight__grp_00531,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68130,clean_dataset\potato_dataset\train\early_blight\68130.jpg,68130.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,34047,dfcec323c582316a5856a6f512d1223a9c890dbaf16d376986d7414dde7356d1,aa90fc5f83609567,224,224,RGB,JPEG,False,potato__early_blight__grp_00532,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68140,clean_dataset\potato_dataset\train\early_blight\68140.jpg,68140.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32547,14aadb717d279eb5a89f882c973cd8c4d8788bc8f4cc48c01cdc49e1ec33a4d8,aa01a036bf3a9f1b,224,224,RGB,JPEG,False,potato__early_blight__grp_00539,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68166,clean_dataset\potato_dataset\train\early_blight\68166.jpg,68166.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,30227,15f2142c8aec6ae2ae15e87d156e5ffe939196f8441c51898d31c2162c48f7be,8b4a9e27f892a43d,224,224,RGB,JPEG,False,potato__early_blight__grp_00554,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68182,clean_dataset\potato_dataset\train\early_blight\68182.jpg,68182.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,30765,9f8565a62a6f0ca91398b6b16c426de0f412d899ec9a67ae2e1eb3a31914a3d3,eab4a5c29692da1d,224,224,RGB,JPEG,False,potato__early_blight__grp_00566,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68184,clean_dataset\potato_dataset\train\early_blight\68184.jpg,68184.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,30386,8ca1e5734d5b0911c72eab35ee4c9dc18153e386fcbe4101cbac11e90143b77a,8b4c356d5833de26,224,224,RGB,JPEG,False,potato__early_blight__grp_00568,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68190,clean_dataset\potato_dataset\train\early_blight\68190.jpg,68190.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,27757,8da81e8cf7769966d5aa817406d274b8b6ae56c4bdce21cd04ec300fa68f1a06,ee8560de35c8b28d,224,224,RGB,JPEG,False,potato__early_blight__grp_00572,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68196,clean_dataset\potato_dataset\train\early_blight\68196.jpg,68196.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32562,297034ccc1f5354522669571eb599d58cbd55397a2385eba05b32765121f91ae,ead8b5c22dc99a8c,224,224,RGB,JPEG,False,potato__early_blight__grp_00575,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68200,clean_dataset\potato_dataset\train\early_blight\68200.jpg,68200.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,26262,395e44c2bf2a14fdb00b025d876b40f6f120cc75e131fbada1ea44523e36c79f,ab01b49fc3d8cde0,224,224,RGB,JPEG,False,potato__early_blight__grp_00578,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68203,clean_dataset\potato_dataset\train\early_blight\68203.jpg,68203.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31686,a0979cf2aa9cdecb9079360cdb14c2dd0ebeda6f6668388a7607e293f48d1c63,aec26dc22dc91ac7,224,224,RGB,JPEG,False,potato__early_blight__grp_00581,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68222,clean_dataset\potato_dataset\train\early_blight\68222.jpg,68222.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32164,d70947f9c328a8e2205dcf033a89c3412322ebd8bc2f4a9fbd1c9a92e14e882b,ea5ba5b8d2818397,224,224,RGB,JPEG,False,potato__early_blight__grp_00595,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68223,clean_dataset\potato_dataset\train\early_blight\68223.jpg,68223.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,34000,e45d761b0eb410b36ab38c05f5b1d4a060d2b6c0f3defac968b25319bb5e602c,899c64ca3a87b33e,224,224,RGB,JPEG,False,potato__early_blight__grp_00596,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68225,clean_dataset\potato_dataset\train\early_blight\68225.jpg,68225.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31062,67826d2ca587faac6e7c60fc168331ee25d063d5396626318a051f0a1e9a1dc1,d70bbd95c2d8cc41,224,224,RGB,JPEG,False,potato__early_blight__grp_00598,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68266,clean_dataset\potato_dataset\train\early_blight\68266.jpg,68266.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,28443,87915a5788ee2be4940c8b88eb67257720b8ac2d5c7826ef82a9830b55dcb1c9,efe0a4c6968998e9,224,224,RGB,JPEG,False,potato__early_blight__grp_00628,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68275,clean_dataset\potato_dataset\train\early_blight\68275.jpg,68275.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31002,f6f8477adc87c8aa91d286d8a950acd3055b7b06482686e67c68775352f8463c,efa3e44e87089639,224,224,RGB,JPEG,False,potato__early_blight__grp_00635,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68285,clean_dataset\potato_dataset\train\early_blight\68285.jpg,68285.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32069,81766f9ab5c6720bea8a55af9ee61e546936e870708d51e4cf0f7af89d818e69,ead2a0ce9c1978b3,224,224,RGB,JPEG,False,potato__early_blight__grp_00641,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68289,clean_dataset\potato_dataset\train\early_blight\68289.jpg,68289.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,31352,358318bef0824f107d61a301636f67e02a75676e84496c4ba5b501fa468731ab,df0ea93296e1c227,224,224,RGB,JPEG,False,potato__early_blight__grp_00643,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68298,clean_dataset\potato_dataset\train\early_blight\68298.jpg,68298.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,30152,3a6a97b6fcd66be5eab652ea1175ff4f5198416471e1b4be45cb88633464d6ed,bae0a5c1258fd43d,224,224,RGB,JPEG,False,potato__early_blight__grp_00650,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68324,clean_dataset\potato_dataset\train\early_blight\68324.jpg,68324.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,28944,18d5514f0a13060ffdee9709bad83e8a38899381abe65bd5fc425373794eea5a,af171f5a8c6cc864,224,224,RGB,JPEG,False,potato__early_blight__grp_00668,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68331,clean_dataset\potato_dataset\train\early_blight\68331.jpg,68331.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,32173,78dfaf772b8ee13c6e08a94b15dface16ae82d225d668bcdce3b00f320b0978a,eae1e086879e963c,224,224,RGB,JPEG,False,potato__early_blight__grp_00675,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68350,clean_dataset\potato_dataset\train\early_blight\68350.jpg,68350.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,33732,106d41e2609bf802840cab295141e5ac89d0d44f11a1db505468ae5fb2aa0add,ddca6a1531d6964a,224,224,RGB,JPEG,False,potato__early_blight__grp_00690,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68358,clean_dataset\potato_dataset\train\early_blight\68358.jpg,68358.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,33061,f55d787c4d1abc95f8c5ffbd22da1ee293bf72f1a02ae443cc22cd22788e6fc1,f56caa419d2f5431,224,224,RGB,JPEG,False,potato__early_blight__grp_00694,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_68370,clean_dataset\potato_dataset\train\early_blight\68370.jpg,68370.jpg,potato,early_blight,clean_dataset,train,PV_Batch_67k_69k,33586,42455d2a86edb59ec1a148297971c716025ea26f7c696a65e9176b6601db0ff7,aaebb604c59e8e58,224,224,RGB,JPEG,False,potato__early_blight__grp_00703,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_96546,clean_dataset\potato_dataset\train\early_blight\96546.jpg,96546.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,21774,4567f3eb080af3776b34a1666c48fb5609260df2e561f6441ee38b05e12c51b3,bae591d2ca898b1d,224,224,RGB,JPEG,False,potato__early_blight__grp_00706,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_96556,clean_dataset\potato_dataset\train\early_blight\96556.jpg,96556.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,19527,84ab480d74da8d0f2606df7817dea0b292a692deccf1df53c5e2364f3478a32d,bee2b005d69eca1a,224,224,RGB,JPEG,False,potato__early_blight__grp_00713,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_96558,clean_dataset\potato_dataset\train\early_blight\96558.jpg,96558.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,10971,7d8f8f73466c3165480f680f252a34ebb756166c2387b31470b3ad2e732b9ea4,ffa4b078d03bc215,224,224,RGB,JPEG,False,potato__early_blight__grp_00715,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_96563,clean_dataset\potato_dataset\train\early_blight\96563.jpg,96563.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,19300,44707528db709355c9aedb0cb68a7e2a0d0e6f198972ee5ba8fae6242ec71985,bed4b0d0d04b8b6d,224,224,RGB,JPEG,False,potato__early_blight__grp_00719,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_96572,clean_dataset\potato_dataset\train\early_blight\96572.jpg,96572.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,21717,de79de5495b1e8c4ae5d7308196204f45c1da33903d307db7909a732b47b8fd8,fa9ae07885a08777,224,224,RGB,JPEG,False,potato__early_blight__grp_00727,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_96577,clean_dataset\potato_dataset\train\early_blight\96577.jpg,96577.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,17260,c80a5cf2c77b560dae3befa2cc8d44d1f0b4b2ca70ea8282f9051316f4e3711c,bbe3f082c30fca2c,224,224,RGB,JPEG,False,potato__early_blight__grp_00729,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
clean_train_early_blight_96579,clean_dataset\potato_dataset\train\early_blight\96579.jpg,96579.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,20450,72c4c09d1dca57bc97e6b24e1af4bd0fef3e5fd632e484cf28d08e41772de553,ef34b552c2a8c751,224,224,RGB,JPEG,False,potato__early_blight__grp_00731,1,val,0,Held-out validation sample for LiteRT conversion parity check (first 100 deterministic val samples)
