image_id,filepath,filename,sha256,ground_truth,keras_fp32_pred,keras_fp32_conf,keras_fp32_margin,litert_float32_pred,litert_float32_conf,litert_float32_margin,litert_float16_pred,litert_float16_conf,litert_float16_margin,litert_int8_pred,litert_int8_conf,litert_int8_margin
clean_train_early_blight_96934,clean_dataset\potato_dataset\train\early_blight\96934.jpg,96934.jpg,2bce236aade5516999b8355be32a5d3f620dae4a2179daaa9fa73288bc9f725b,early_blight,early_blight,13.3923,22.0175,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9999,0.9999
clean_train_early_blight_96935,clean_dataset\potato_dataset\train\early_blight\96935.jpg,96935.jpg,46ab99be070270b2327d091b3a6fdfd1b3916ff6d5add11ffc5b2c1f866549d0,early_blight,early_blight,11.8694,21.6487,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9998,0.9996
clean_train_early_blight_96946,clean_dataset\potato_dataset\train\early_blight\96946.jpg,96946.jpg,2d673015f19170500a0efb53196a10a7cc6ae209a05c463281b17786615b6168,early_blight,early_blight,15.0135,27.0077,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9997,0.9994
clean_train_early_blight_96952,clean_dataset\potato_dataset\train\early_blight\96952.jpg,96952.jpg,0c6714cb436cd61751a816f268cd14c3f21a8ab943e26205bcdc1cdd4192f231,early_blight,early_blight,6.9114,12.4557,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9997,0.9995
clean_train_early_blight_96954,clean_dataset\potato_dataset\train\early_blight\96954.jpg,96954.jpg,b46df4f5881874004aa25fe507bb696711a39150024962cc01b59c6aa94d9cb2,early_blight,early_blight,12.2109,18.5674,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9999,0.9997
clean_train_early_blight_96960,clean_dataset\potato_dataset\train\early_blight\96960.jpg,96960.jpg,964984dc79a171e3993a768fdfcde5fc41288d919ccde9e4729935c09f792c4d,early_blight,early_blight,11.3328,18.35,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9973,0.9957
clean_train_early_blight_96975,clean_dataset\potato_dataset\train\early_blight\96975.jpg,96975.jpg,ec5ce06c3dcf43deddf0cedfc72d302d3cf78b9fb79d32aea1fe4bbb6fef134e,early_blight,early_blight,6.9615,11.4519,early_blight,1.0,1.0,early_blight,1.0,1.0,late_blight,0.6991,0.4018
clean_train_early_blight_96979,clean_dataset\potato_dataset\train\early_blight\96979.jpg,96979.jpg,a9519c8cd99ea31f9e88912672c8e396dda36aac72f44b0c0179d30357012118,early_blight,early_blight,14.5892,23.086,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9999,0.9997
clean_train_early_blight_96980,clean_dataset\potato_dataset\train\early_blight\96980.jpg,96980.jpg,c13e36acfa6d761eb29d6aadc3c7cb106d8046f959967dfea8a5e812a87049cb,early_blight,early_blight,4.6855,5.9708,early_blight,0.9974,0.9949,early_blight,0.9973,0.9946,early_blight,0.9989,0.9979
clean_train_early_blight_96996,clean_dataset\potato_dataset\train\early_blight\96996.jpg,96996.jpg,ab01d4c233e6e3b618d446362f73161fc6df9c5a359b6a2d38b8f11e13f865f4,early_blight,early_blight,6.1395,10.4433,early_blight,1.0,0.9999,early_blight,1.0,0.9999,early_blight,0.9983,0.9967
clean_train_early_blight_97000,clean_dataset\potato_dataset\train\early_blight\97000.jpg,97000.jpg,41b469489b8e5fa049af4941404ec7af7e22daecb0909b7f702258219a769638,early_blight,early_blight,9.5234,15.9229,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9453,0.8906
clean_train_early_blight_97011,clean_dataset\potato_dataset\train\early_blight\97011.jpg,97011.jpg,3a434053459029bc1f622336be05f9e43411d4599b527c267b4191910710fade,early_blight,early_blight,11.743,19.0457,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_97025,clean_dataset\potato_dataset\train\early_blight\97025.jpg,97025.jpg,b61fbad38b0c1440743db397abadf1731ade49ad35b451b138385ec3c1b21a61,early_blight,early_blight,15.2993,26.5613,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9995,0.999
clean_train_early_blight_97030,clean_dataset\potato_dataset\train\early_blight\97030.jpg,97030.jpg,b972f9878b30ff973df91649f848f607b0d36d7193fa804eb8309ad1eed7bcab,early_blight,early_blight,6.3046,12.3844,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9842,0.9684
clean_train_early_blight_97032,clean_dataset\potato_dataset\train\early_blight\97032.jpg,97032.jpg,f96013fded0a367901b39cff4e4684d84b9768e47e9f30060fc6c79c20e35775,early_blight,early_blight,8.3687,14.3968,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9989,0.9978
clean_train_early_blight_97038,clean_dataset\potato_dataset\train\early_blight\97038.jpg,97038.jpg,2ae957623e985afeaba8e3b502ca40f7aa2da95885828fc6aed9bbc3beac05b7,early_blight,early_blight,9.722,16.7332,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9185,0.8371
clean_train_early_blight_97051,clean_dataset\potato_dataset\train\early_blight\97051.jpg,97051.jpg,26619092d64dcf38bb5ef42ddf87dd6792d6498582be1896cba0fc0710ffe528,early_blight,early_blight,7.9104,13.7416,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9818,0.9636
clean_train_early_blight_97068,clean_dataset\potato_dataset\train\early_blight\97068.jpg,97068.jpg,ec02a5e5e2a87e7762df50428d85a13e3d511d6c04a8065a298289fee5fd1176,early_blight,early_blight,12.8277,21.8971,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9932,0.9864
clean_train_early_blight_97084,clean_dataset\potato_dataset\train\early_blight\97084.jpg,97084.jpg,c782d4f0f90b88167499957ce8044b1be552af8797f7140112842632bf1524f2,early_blight,early_blight,11.7195,19.2009,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9998,0.9996
clean_train_early_blight_97086,clean_dataset\potato_dataset\train\early_blight\97086.jpg,97086.jpg,32c9730d660a756c3af0aa89be84ad11f02bf2d101c515c120d161c28ad4c88a,early_blight,early_blight,11.8444,16.3014,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_97090,clean_dataset\potato_dataset\train\early_blight\97090.jpg,97090.jpg,87d454324ac6b11a4547a7e7de3b8da878849247f8ee71d4946890164793e3dc,early_blight,early_blight,11.1251,18.036,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9971,0.9942
clean_train_early_blight_97108,clean_dataset\potato_dataset\train\early_blight\97108.jpg,97108.jpg,b2eb2eeeada789ef2bdfa34e8c6840a02a40ea8ac03cb098b67b0579318b7052,early_blight,early_blight,12.4596,21.5449,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_97129,clean_dataset\potato_dataset\train\early_blight\97129.jpg,97129.jpg,865c4329c426b238b0345667e94def7b90f5235d86a86ccbf86092fea02d73fe,early_blight,early_blight,10.2947,17.4701,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.6053,0.2106
clean_train_early_blight_97141,clean_dataset\potato_dataset\train\early_blight\97141.jpg,97141.jpg,d5f79c06a0cabe84d076bddfcf13e4023e64d42fb6c64564f981374007e6b55e,early_blight,early_blight,12.5733,22.2194,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9453,0.8906
clean_train_early_blight_97147,clean_dataset\potato_dataset\train\early_blight\97147.jpg,97147.jpg,8796d5dcd5a16bf0f50bddabc6556537f1f43fa0546d1a3a7836dd61b3ebcbac,early_blight,early_blight,7.2551,13.1428,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9375,0.8749
clean_train_early_blight_97149,clean_dataset\potato_dataset\train\early_blight\97149.jpg,97149.jpg,24f9362cf5950a0b156ef96292569f06dc02d266662ef587afc39b92a547ff47,early_blight,early_blight,8.8542,14.7799,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9996,0.9992
clean_train_early_blight_97152,clean_dataset\potato_dataset\train\early_blight\97152.jpg,97152.jpg,37d8de01cac450ade18ea8490879fd7b4fe902f3edfc8ee9df1ff94351d9b44c,early_blight,early_blight,7.5987,12.499,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9818,0.9637
clean_train_early_blight_97159,clean_dataset\potato_dataset\train\early_blight\97159.jpg,97159.jpg,d4d3706f3828c8ef3ffa2ed40657cc5fab6c6ba2ecf9178f11e3e8ea2cfb6384,early_blight,early_blight,10.2865,15.8592,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9999,0.9999
clean_train_early_blight_97160,clean_dataset\potato_dataset\train\early_blight\97160.jpg,97160.jpg,ca7e8bace748813d0a9c121e1c6cf3014336312ecc2bc73fdeb971628ad16fad,early_blight,early_blight,11.9424,18.5247,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_97172,clean_dataset\potato_dataset\train\early_blight\97172.jpg,97172.jpg,081e8c8da34949afe59a7c2d659f4c59aaee751327e75f3f3879b0a134e04980,early_blight,early_blight,12.1786,17.905,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_97188,clean_dataset\potato_dataset\train\early_blight\97188.jpg,97188.jpg,556143a2b4c34b6a2ae57622fa7950d5aced3bc9d5d7eba7eb62a5db36dec752,early_blight,early_blight,13.5253,22.0326,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9984,0.9967
clean_train_early_blight_97192,clean_dataset\potato_dataset\train\early_blight\97192.jpg,97192.jpg,531ba7ae43ddc33fd11c4a4c69592c33b274e79da6a3792279fcb567e3a7ad79,early_blight,early_blight,11.3603,19.8995,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_97199,clean_dataset\potato_dataset\train\early_blight\97199.jpg,97199.jpg,4b1f248ddc33a0be2e0e7982793188578418b45cb5d7ae4ed494191509e42c02,early_blight,early_blight,4.8824,7.4347,early_blight,0.9994,0.9988,early_blight,0.9993,0.9987,healthy,0.7016,0.4032
clean_train_early_blight_97208,clean_dataset\potato_dataset\train\early_blight\97208.jpg,97208.jpg,8bf941d9511bb515ab688a390a9b6efe643f3c127d4a24710450748dbc7cb9db,early_blight,early_blight,14.5971,22.4953,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_97222,clean_dataset\potato_dataset\train\early_blight\97222.jpg,97222.jpg,a3ec8ad4b82506f0ba6ea9d5d62528c1baba8b92515818f975823c471758f8bb,early_blight,early_blight,13.3177,21.1459,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9999,0.9998
clean_train_early_blight_97241,clean_dataset\potato_dataset\train\early_blight\97241.jpg,97241.jpg,c1598b2bc448a40e8727c0324025c15a29c9d92968b9dab59082810ba15dda10,early_blight,early_blight,9.0103,14.3537,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_97242,clean_dataset\potato_dataset\train\early_blight\97242.jpg,97242.jpg,e2030ac88926d86dfa94c3014760957147c51f9f442090ed69ed34ed1978a6e1,early_blight,early_blight,2.8396,3.894,early_blight,0.98,0.9601,early_blight,0.9791,0.9582,early_blight,0.9408,0.8864
clean_train_early_blight_97250,clean_dataset\potato_dataset\train\early_blight\97250.jpg,97250.jpg,2970694544dc819ad0c0a28f84fb26a39c1123e2e1902cf268b964d3eb4399d5,early_blight,early_blight,10.0371,17.9534,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9997,0.9994
clean_train_early_blight_97253,clean_dataset\potato_dataset\train\early_blight\97253.jpg,97253.jpg,6c80802ddf01f50b65c32b766cd35b36f8a621f0187398e5510a523d59de6241,early_blight,early_blight,10.5742,18.0197,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9993,0.9986
clean_train_early_blight_97261,clean_dataset\potato_dataset\train\early_blight\97261.jpg,97261.jpg,b901905cb2d68d0afe686e47757774a71d752a7e060ccdeeace2acd07933142a,early_blight,early_blight,6.9501,12.7086,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.8274,0.6549
clean_train_early_blight_97269,clean_dataset\potato_dataset\train\early_blight\97269.jpg,97269.jpg,feea8bc2747fe2ba8cdb778e1bb2888cba6c9c7663d92a022cf252dd62770e4f,early_blight,early_blight,9.634,16.9296,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_97291,clean_dataset\potato_dataset\train\early_blight\97291.jpg,97291.jpg,41fab156950954d947f5ec595138778f39e17b3f1b8453bc6f159e002ebb5aee,early_blight,early_blight,13.7864,22.8823,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9999,0.9998
clean_train_early_blight_97300,clean_dataset\potato_dataset\train\early_blight\97300.jpg,97300.jpg,277f06015c46e666cd23cca5eece79a424a64cf7b673af6ad93476f9ede33a87,early_blight,early_blight,11.2166,17.7261,early_blight,1.0,1.0,early_blight,1.0,1.0,healthy,0.9896,0.9793
clean_train_early_blight_97303,clean_dataset\potato_dataset\train\early_blight\97303.jpg,97303.jpg,a415de71170dc8f0b4352cc93ffd5f3298383be026913c45f0b1e6e5424fe02d,early_blight,early_blight,6.1627,9.765,early_blight,0.9999,0.9999,early_blight,0.9999,0.9999,early_blight,0.9072,0.8144
clean_train_early_blight_97313,clean_dataset\potato_dataset\train\early_blight\97313.jpg,97313.jpg,ac4b7620feecdca846c125c78ad7a72c9639a2a52f4127b94c391c80f787b75b,early_blight,early_blight,4.2701,4.1572,early_blight,0.9846,0.9692,early_blight,0.9841,0.9682,early_blight,0.6901,0.5241
clean_train_early_blight_97323,clean_dataset\potato_dataset\train\early_blight\97323.jpg,97323.jpg,8f2a9710031487c94baeddf0fdc5792ca4964efcd0d01eaa0aad51c20fc715e8,early_blight,early_blight,9.8973,16.048,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9683,0.9367
clean_train_early_blight_97331,clean_dataset\potato_dataset\train\early_blight\97331.jpg,97331.jpg,f7f6cffbabcf7036d1aafbca0fa151ea706bfc0f47d2fa09385706d9eff641b7,early_blight,early_blight,5.4166,10.6273,early_blight,1.0,0.9999,early_blight,1.0,0.9999,early_blight,0.7829,0.5658
clean_train_early_blight_97349,clean_dataset\potato_dataset\train\early_blight\97349.jpg,97349.jpg,de0b62a787b8787f7e6566607866a545e21c9a32e9c3484eb15eda081cc02349,early_blight,early_blight,11.6207,19.8736,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_97352,clean_dataset\potato_dataset\train\early_blight\97352.jpg,97352.jpg,b3e756deb8b39abe10bcfa5d630db78cebf743bb5bb7e2e5ae07c583add31a21,early_blight,early_blight,11.8221,20.6188,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9976,0.9955
clean_train_early_blight_97354,clean_dataset\potato_dataset\train\early_blight\97354.jpg,97354.jpg,687ae26825e37885d837a3de8c3545734af0d4d4b2eb5bdeaf4484fda1ac9542,early_blight,early_blight,12.7335,20.6057,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_97356,clean_dataset\potato_dataset\train\early_blight\97356.jpg,97356.jpg,38d4284a2bff71cd916a7de764f34fcaf66533ac5b22938baabc9014dbf1fc13,early_blight,early_blight,2.7401,3.3717,early_blight,0.9667,0.9335,early_blight,0.9664,0.9331,early_blight,0.9631,0.9268
clean_train_early_blight_97362,clean_dataset\potato_dataset\train\early_blight\97362.jpg,97362.jpg,ce70a7b119e4eb0d8eeff47dae1439d6ac5ee76b6f8ef5be4ea8cd5ec5c014e6,early_blight,early_blight,9.6478,16.5014,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9995,0.9993
clean_train_early_blight_97394,clean_dataset\potato_dataset\train\early_blight\97394.jpg,97394.jpg,f609139347d7563ec79ec903b9f91d689def5b37e49c5cb2c60742af9318d891,early_blight,early_blight,10.7308,17.3185,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,0.9999
clean_train_early_blight_97402,clean_dataset\potato_dataset\train\early_blight\97402.jpg,97402.jpg,aad9cfc4de18f775a7037844d358d0bf380e1ed20bb1b3555d8d16992b433f07,early_blight,early_blight,7.6659,15.1343,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9896,0.9793
clean_train_early_blight_97406,clean_dataset\potato_dataset\train\early_blight\97406.jpg,97406.jpg,b709c4424582a3fafef161bd9a6c0812c4cdad447d3b69650767bee4369db46d,early_blight,early_blight,12.7472,19.8555,early_blight,1.0,1.0,early_blight,1.0,1.0,healthy,0.6709,0.3419
clean_train_early_blight_97412,clean_dataset\potato_dataset\train\early_blight\97412.jpg,97412.jpg,50a12d29d15c017c61cab6a7e60ea03420b71367cd980aacf51196a7404b2b52,early_blight,early_blight,12.5612,20.0886,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_97443,clean_dataset\potato_dataset\train\early_blight\97443.jpg,97443.jpg,cf591d644cf167fbd4ba9bd9cf6f814be310066b5947aa31cb3f4ebcdcc05d16,early_blight,early_blight,13.0082,20.4643,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_97468,clean_dataset\potato_dataset\train\early_blight\97468.jpg,97468.jpg,d809ec1515f6c70ee5bd99d12349b6c71f7848b6ee46a88ede476bb9b390cb7a,early_blight,early_blight,10.788,17.2118,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_97469,clean_dataset\potato_dataset\train\early_blight\97469.jpg,97469.jpg,95eaa880449f4ae23eac3ed729d5d4d920fa1afee814d10774dcdb3a9467e713,early_blight,early_blight,8.8017,13.5738,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9996,0.9993
clean_train_early_blight_97474,clean_dataset\potato_dataset\train\early_blight\97474.jpg,97474.jpg,d082dfdb13fb06cba94e6538f25746610e5c87d312b330630a5a87a10ed2eeca,early_blight,early_blight,12.3733,22.5438,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_97479,clean_dataset\potato_dataset\train\early_blight\97479.jpg,97479.jpg,e096d4d3c54fb570b5576b69c5cead8f90e49051b749a0fbb43e7dccafccf2e2,early_blight,early_blight,8.3171,11.9774,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9909,0.9819
clean_train_early_blight_97484,clean_dataset\potato_dataset\train\early_blight\97484.jpg,97484.jpg,4305b55b17641e618b4e5e93a1ab67b1dab0eb0054b9209291c7db80e6cba0d6,early_blight,early_blight,8.3149,14.8005,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_97485,clean_dataset\potato_dataset\train\early_blight\97485.jpg,97485.jpg,2ec726637e90e3a2ca838f99d70bb08d585e66c350ac70400751c4787d1fb90f,early_blight,early_blight,10.7607,18.6919,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9954,0.9915
clean_train_early_blight_97496,clean_dataset\potato_dataset\train\early_blight\97496.jpg,97496.jpg,5630482c5f6118baa08679ee2577407b9368dce8bb85a7f7bd0dd1e948a17a80,early_blight,early_blight,6.2299,11.1369,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.8468,0.6937
clean_train_early_blight_97497,clean_dataset\potato_dataset\train\early_blight\97497.jpg,97497.jpg,6aeabffbb40fbc30efe97d1e37da198e22c030bf5bf4a3e24253ce172e8ea433,early_blight,early_blight,10.5336,17.9604,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9999,0.9997
clean_train_early_blight_97501,clean_dataset\potato_dataset\train\early_blight\97501.jpg,97501.jpg,9f56cc5a343ed65648cb730a2ca7bfd91dd520e943d33b332d5218a15af528e6,early_blight,early_blight,13.9853,24.2825,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9818,0.9637
clean_train_early_blight_97521,clean_dataset\potato_dataset\train\early_blight\97521.jpg,97521.jpg,504c56ab50abe1ec7ab28aca6518e2227fa1953037c237bde71bdabd06ca9bab,early_blight,early_blight,3.9713,6.0575,early_blight,0.9973,0.995,early_blight,0.9974,0.995,healthy,0.8945,0.789
clean_train_early_blight_97522,clean_dataset\potato_dataset\train\early_blight\97522.jpg,97522.jpg,12de94d18c0664b3615d1df2e64b1890d458b40eb98a977d3ef9b24cd1e74eaa,early_blight,early_blight,10.2891,19.228,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9998,0.9996
clean_train_early_blight_97531,clean_dataset\potato_dataset\train\early_blight\97531.jpg,97531.jpg,9c67fb9d542fca6de41229cf7da8d972f45ec1c56120f2f89b0cc372635b1de1,early_blight,early_blight,7.967,12.2272,early_blight,1.0,1.0,early_blight,1.0,1.0,healthy,0.9522,0.9045
clean_train_early_blight_97533,clean_dataset\potato_dataset\train\early_blight\97533.jpg,97533.jpg,c3d447fe16a4384ff69a1ad84ab3565bea295ccb0de29929629e1bb467aee604,early_blight,early_blight,15.4568,27.085,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_97537,clean_dataset\potato_dataset\train\early_blight\97537.jpg,97537.jpg,2be5200e2f18b0e7859f6582aa365b0e950f786a84d66f025ee783c7ebc19fd9,early_blight,early_blight,9.6851,13.9713,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9998,0.9997
clean_train_early_blight_97538,clean_dataset\potato_dataset\train\early_blight\97538.jpg,97538.jpg,fabb9981ea8b8c8e97bec7d6f19d462d636551a6462855a785116dc2621c0d71,early_blight,early_blight,8.4155,13.8226,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9896,0.9793
clean_train_early_blight_97548,clean_dataset\potato_dataset\train\early_blight\97548.jpg,97548.jpg,f2c34761330cec919afaf289f266c26a3b27da46fb0ab07caad81014c146e3ea,early_blight,early_blight,8.2673,12.607,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9959,0.9925
clean_train_early_blight_97551,clean_dataset\potato_dataset\train\early_blight\97551.jpg,97551.jpg,c0f963c35a6b303e3cc4305cc588f9b9763eb9984fab8841cbf713dc6f12e9b7,early_blight,early_blight,7.387,12.2803,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.7577,0.5154
clean_train_early_blight_97568,clean_dataset\potato_dataset\train\early_blight\97568.jpg,97568.jpg,cb8582bea5cb6fbfeeaf653394ba66e311cf53892547d8d9289765e60065c21e,early_blight,early_blight,1.616,2.2205,early_blight,0.8945,0.7974,early_blight,0.8947,0.7981,early_blight,0.8437,0.6911
clean_train_early_blight_97571,clean_dataset\potato_dataset\train\early_blight\97571.jpg,97571.jpg,7442eca4d7b59cc8108d45f7f98332b407f1592fed98c6ef1c18f21891db9c8e,early_blight,early_blight,10.7608,18.7078,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9881,0.9762
clean_train_early_blight_97574,clean_dataset\potato_dataset\train\early_blight\97574.jpg,97574.jpg,6f8d32b815ee18d34de6d93f80380c119dc237ab10798f023647831ee8f4af18,early_blight,early_blight,10.4301,19.0732,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.8945,0.789
clean_train_early_blight_97595,clean_dataset\potato_dataset\train\early_blight\97595.jpg,97595.jpg,d1a7b4557fef3aa71d39b235d5fd07f79f9ab9900cff84e66ed74f8a6ed696a0,early_blight,early_blight,11.5646,20.1216,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9989,0.9978
clean_train_early_blight_97602,clean_dataset\potato_dataset\train\early_blight\97602.jpg,97602.jpg,b6b170207d93b283f8cc5b53233c1bf1b0c042d44dc841e6f3d4bf5da0cf323c,early_blight,early_blight,11.1947,19.3107,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9998,0.9996
clean_train_early_blight_97604,clean_dataset\potato_dataset\train\early_blight\97604.jpg,97604.jpg,70284cf6dd55333275d92090f407a9ae5e82c101ba2ebb31e8026f7759e43f01,early_blight,early_blight,8.2059,12.5017,early_blight,1.0,1.0,early_blight,1.0,1.0,healthy,0.8945,0.789
clean_train_early_blight_97615,clean_dataset\potato_dataset\train\early_blight\97615.jpg,97615.jpg,f68684d4af5839d571c43f9e63ccabbe47b48835c43309a20ebf2e07e792f9b3,early_blight,early_blight,13.2988,20.9475,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_97619,clean_dataset\potato_dataset\train\early_blight\97619.jpg,97619.jpg,653554bd1b7cfc9e18259ecdf62969bcc84f5ed5c3483129670ac0703a745b6c,early_blight,early_blight,7.97,12.6912,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9975,0.9963
clean_train_early_blight_97635,clean_dataset\potato_dataset\train\early_blight\97635.jpg,97635.jpg,7927463b026fd6f8f949838947ee667ce020d70df975f34f6074a582f7dc20ac,early_blight,early_blight,5.2723,9.6555,early_blight,0.9999,0.9999,early_blight,0.9999,0.9999,healthy,0.9286,0.8572
clean_train_early_blight_97639,clean_dataset\potato_dataset\train\early_blight\97639.jpg,97639.jpg,e38fb6dc9502d045f2a59373697a9d03cfd3444398d48fb6166578bd930a0f40,early_blight,early_blight,15.041,25.9269,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_97646,clean_dataset\potato_dataset\train\early_blight\97646.jpg,97646.jpg,4516bf08e02f906ba323980832cab8bbbf8bcba191b90b37d59cc877f0996dd0,early_blight,early_blight,9.4851,15.8945,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9863,0.9726
clean_train_early_blight_97647,clean_dataset\potato_dataset\train\early_blight\97647.jpg,97647.jpg,78ac9f39e1271244338714782c364c191481850d7fd3715170d8e766ed611da4,early_blight,early_blight,12.9262,20.7187,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9956,0.9911
clean_train_early_blight_97655,clean_dataset\potato_dataset\train\early_blight\97655.jpg,97655.jpg,64913820f67a87e5956815d9f33569b7044d2671c5378a55e145c989cfa4cd5d,early_blight,early_blight,11.2431,19.1487,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,0.9999
clean_train_early_blight_97658,clean_dataset\potato_dataset\train\early_blight\97658.jpg,97658.jpg,68bea289eaf5a9ea57f06c5421e417a50c86d3a0fb1dc5ac533e18676c7bec59,early_blight,early_blight,12.3243,20.2377,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.991,0.982
clean_train_early_blight_97673,clean_dataset\potato_dataset\train\early_blight\97673.jpg,97673.jpg,e95e2bf32f08c9f48535d6980f80da3990f7b4f2662aac3ea4176cf3acb98719,early_blight,early_blight,11.261,18.6082,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
clean_train_early_blight_97677,clean_dataset\potato_dataset\train\early_blight\97677.jpg,97677.jpg,73bc68eea2cb97f565bed8fddcf94e21e9111fb1893cb45126d8dde157fbb193,early_blight,early_blight,10.4861,18.304,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,0.9724,0.9448
clean_train_early_blight_97681,clean_dataset\potato_dataset\train\early_blight\97681.jpg,97681.jpg,846f745ce9b72609eb096fee3960e37396a47de3f6a396fae13676ba743c5f91,early_blight,early_blight,10.1526,15.7349,early_blight,1.0,1.0,early_blight,1.0,1.0,early_blight,1.0,1.0
