image_id,filepath,filename,crop,class_label,dataset_source,existing_partition,batch_id,file_size_bytes,sha256,phash,width,height,mode,format,is_corrupt,group_id,family_size
clean_train_early_blight_96849,clean_dataset\potato_dataset\train\early_blight\96849.jpg,96849.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,22938,185d83f0a196b1d7d55f971d91df5a1675e6c251ff1012e811f8d3439e95fe0b,bab1b1d2c14acd6c,224,224,RGB,JPEG,False,potato__early_blight__grp_00961,1
clean_train_early_blight_96850,clean_dataset\potato_dataset\train\early_blight\96850.jpg,96850.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,13564,37ac4edf62cabe2d9bf459ab62a502e4483c541dc4b5ead83311457307acc976,aac6b08780b78fb6,224,224,RGB,JPEG,False,potato__early_blight__grp_00962,1
clean_train_early_blight_96851,clean_dataset\potato_dataset\train\early_blight\96851.jpg,96851.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,22393,e7f0bcc3dc7fc5ebffc3692f7b38ec8b180a5c1a79e5f8bc671f9580331f0924,eb32e8d38103c7d3,224,224,RGB,JPEG,False,potato__early_blight__grp_00963,1
clean_train_early_blight_96852,clean_dataset\potato_dataset\train\early_blight\96852.jpg,96852.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,15001,83bd0ef724ee3734158b8918ed1111ef1350bb43d1d2e4bd3dbfbfceaceaa74c,efc0a00f87bd961c,224,224,RGB,JPEG,False,potato__early_blight__grp_00964,1
clean_train_early_blight_96854,clean_dataset\potato_dataset\train\early_blight\96854.jpg,96854.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,18720,b925eb8680ca70bcce428a4c182ccede5aacee3d958d287bd821617141c02f3c,aae1b54194c396cf,224,224,RGB,JPEG,False,potato__early_blight__grp_00965,1
clean_train_early_blight_96855,clean_dataset\potato_dataset\train\early_blight\96855.jpg,96855.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,21767,91fce9aad865fcfc7739cda94599c51c4e46a275f1d777d581bb9ef94c475ecb,aacaf1edd4e48a84,224,224,RGB,JPEG,False,potato__early_blight__grp_00966,1
clean_train_early_blight_96856,clean_dataset\potato_dataset\train\early_blight\96856.jpg,96856.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,18519,7c8cec015a622a54f181749a59f4b2ab8e6156d2d894644cf917e7401de4af76,fe9fa0f887d0c203,224,224,RGB,JPEG,False,potato__early_blight__grp_00967,1
clean_train_early_blight_96858,clean_dataset\potato_dataset\train\early_blight\96858.jpg,96858.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,18949,22d613121bd86b9eddec754676f5fde7517a6eea3cbd15d5b5200457c3fd6c03,fa25b157955a9a48,224,224,RGB,JPEG,False,potato__early_blight__grp_00968,1
clean_train_early_blight_96859,clean_dataset\potato_dataset\train\early_blight\96859.jpg,96859.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,14053,9cd84500d41fbfcf380dcb9fd7e96dc765aaa5431e5c7d0c8047192a27b486f2,aa23e5f58740963d,224,224,RGB,JPEG,False,potato__early_blight__grp_00969,1
clean_train_early_blight_96862,clean_dataset\potato_dataset\train\early_blight\96862.jpg,96862.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,19597,980e710bb58ac414759cc963f709f0bc8551e8b1b1a4c19af5371b40a13a1baa,bb8ab1fcd1808ad6,224,224,RGB,JPEG,False,potato__early_blight__grp_00970,1
clean_train_early_blight_96863,clean_dataset\potato_dataset\train\early_blight\96863.jpg,96863.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,12827,ed68f04caf700d3f443e666568ca655c480224ae5f620f240f24e7e7958c6339,efb5d07282c09f83,224,224,RGB,JPEG,False,potato__early_blight__grp_00971,1
clean_train_early_blight_96864,clean_dataset\potato_dataset\train\early_blight\96864.jpg,96864.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,18573,cb9915cba6bc2477190eab84a0195f18067ab5e77fda93fcba441ed58f717e2b,ee96a4fa8420d667,224,224,RGB,JPEG,False,potato__early_blight__grp_00972,1
clean_train_early_blight_96865,clean_dataset\potato_dataset\train\early_blight\96865.jpg,96865.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,18449,6aad8d32b005fe66bf7724582b910931c71cc8b2c8a586a55b0a05964cf88852,bd93d0d8c578cc68,224,224,RGB,JPEG,False,potato__early_blight__grp_00973,1
clean_train_early_blight_96866,clean_dataset\potato_dataset\train\early_blight\96866.jpg,96866.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,20103,74a567af70441fe41b8262bc1ee1669379671f4a9106f1bc4717666a52eb0d33,af99e0f885c097c3,224,224,RGB,JPEG,False,potato__early_blight__grp_00974,1
clean_train_early_blight_96867,clean_dataset\potato_dataset\train\early_blight\96867.jpg,96867.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,16352,18c4be2a906b7f2bfb0f99a912871a3546ab242b4ddc878a9403c46fca0bec73,ab20f58690cfd24f,224,224,RGB,JPEG,False,potato__early_blight__grp_00975,1
clean_train_early_blight_96868,clean_dataset\potato_dataset\train\early_blight\96868.jpg,96868.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,17645,9ac2aee559b8d15072282a64d40f5f50f541978d0a64d9faf4942b08d4f00930,bb4ef0ac81a4cde2,224,224,RGB,JPEG,False,potato__early_blight__grp_00976,1
clean_train_early_blight_96870,clean_dataset\potato_dataset\train\early_blight\96870.jpg,96870.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,19263,4b943c59fe025db5c2f3708f7bf3ae290089c59721a064f97e9a30c0803a1668,efe5e10f851e9038,224,224,RGB,JPEG,False,potato__early_blight__grp_00977,2
clean_train_early_blight_96871,clean_dataset\potato_dataset\train\early_blight\96871.jpg,96871.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,18625,979c5a26a9bf9a9c2cbc94febc9f1003658e73016c194ab3f04f861b3f406c94,ff84b4dfd008c2c5,224,224,RGB,JPEG,False,potato__early_blight__grp_00978,1
clean_train_early_blight_96872,clean_dataset\potato_dataset\train\early_blight\96872.jpg,96872.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,14981,e71e5ef25398db14a19a4ce8c1955ac56dc4c4b4b4948c8a463776a1e74286ee,bfcab4edd094c092,224,224,RGB,JPEG,False,potato__early_blight__grp_00979,1
clean_train_early_blight_96873,clean_dataset\potato_dataset\train\early_blight\96873.jpg,96873.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,19661,1c3e78629a6c2187be7441b3c2eddd1ab1def8d63ccfae63bcde178e7e6363fe,efa1d09682be8f18,224,224,RGB,JPEG,False,potato__early_blight__grp_00980,1
clean_train_early_blight_96874,clean_dataset\potato_dataset\train\early_blight\96874.jpg,96874.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,19533,dd4c01c88559e2da998aaf39f5f12b9d46a5be51688fabdb08b60fe23f498f9a,bacc908dd394cb3a,224,224,RGB,JPEG,False,potato__early_blight__grp_00981,1
clean_train_early_blight_96875,clean_dataset\potato_dataset\train\early_blight\96875.jpg,96875.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,20028,bce28557eee5a4dca9cb9e71f200a39c6778aedcf7c9a8d640945eee88aeff27,ad1af23dd250cf60,224,224,RGB,JPEG,False,potato__early_blight__grp_00982,1
clean_train_early_blight_96876,clean_dataset\potato_dataset\train\early_blight\96876.jpg,96876.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,19666,5b0e901abf64aa1ed5d5b97fbbc7bc02e0715dec706d2ad06ac42e84544914e4,ea3de1f4850087e7,224,224,RGB,JPEG,False,potato__early_blight__grp_00983,1
clean_train_early_blight_96877,clean_dataset\potato_dataset\train\early_blight\96877.jpg,96877.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,18585,742ec7f9ad9d4a7d24dd3c1ef6c0563ed3b1f4bafebde384297746420b303f7b,ba4ab025d38787f4,224,224,RGB,JPEG,False,potato__early_blight__grp_00984,1
clean_train_early_blight_96878,clean_dataset\potato_dataset\train\early_blight\96878.jpg,96878.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,22844,db1aa9a97833ba44cacc45f13796d57ce3902237d68544a74f8139b337085d5d,aa95f552822b8f69,224,224,RGB,JPEG,False,potato__early_blight__grp_00985,1
clean_train_early_blight_96879,clean_dataset\potato_dataset\train\early_blight\96879.jpg,96879.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,20793,0ab70ee4618bbd90356defed56c447062bb8976b94867f55c68a452c4d194568,bee0b5f2d042d247,224,224,RGB,JPEG,False,potato__early_blight__grp_00986,1
clean_train_early_blight_96880,clean_dataset\potato_dataset\train\early_blight\96880.jpg,96880.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,18698,99e7d69be94db3d54f748f883b5c6894cc17a7e9595526686e383deec90f13ff,fac8a1859794de92,224,224,RGB,JPEG,False,potato__early_blight__grp_00987,1
clean_train_early_blight_96881,clean_dataset\potato_dataset\train\early_blight\96881.jpg,96881.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,15622,cd8cae96a1d3ce3c76a79a44bcb8ebdf19774c7182d18b046ad9b77b93fd8429,ebe8e10d851d9a3c,224,224,RGB,JPEG,False,potato__early_blight__grp_00988,2
clean_train_early_blight_96882,clean_dataset\potato_dataset\train\early_blight\96882.jpg,96882.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,11856,36e6b59aeb36e0b17fcef80e988bc0ea8ddbef5693792762139eff5194552a1e,af96e592c463ca61,224,224,RGB,JPEG,False,potato__early_blight__grp_00989,1
clean_train_early_blight_96883,clean_dataset\potato_dataset\train\early_blight\96883.jpg,96883.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,17030,dfc424737396ea5427ac943dd7c89b89403ed60ab75f6f74235dc8c7b8643d05,aa4ae00b85bd9ef4,224,224,RGB,JPEG,False,potato__early_blight__grp_00990,1
clean_train_early_blight_96884,clean_dataset\potato_dataset\train\early_blight\96884.jpg,96884.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,20141,4ec8e0e21c841081c5f32ac9f5237bf0b7725defab72341e790a5e69d242958d,bfceb4a4d054d0aa,224,224,RGB,JPEG,False,potato__early_blight__grp_00991,1
clean_train_early_blight_96885,clean_dataset\potato_dataset\train\early_blight\96885.jpg,96885.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,23138,11f626cb27120c29488733873faeea8ed4a104e858b1cbd308b132706f6dfb5a,aa42a1a7d71c9a7a,224,224,RGB,JPEG,False,potato__early_blight__grp_00992,1
clean_train_early_blight_96886,clean_dataset\potato_dataset\train\early_blight\96886.jpg,96886.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,17820,2be2a8af389f71e3193719bb87d576ae4970cbbd9deccb49cdb18aa2b1332f27,aad8e4b986e196c5,224,224,RGB,JPEG,False,potato__early_blight__grp_00993,1
clean_train_early_blight_96887,clean_dataset\potato_dataset\train\early_blight\96887.jpg,96887.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,17843,bce22352d65a3d648b9c4c769768eb23adcedd8f1a24c04c5bb52faba8de69b1,ea9ae4b884e19e87,224,224,RGB,JPEG,False,potato__early_blight__grp_00994,1
clean_train_early_blight_96888,clean_dataset\potato_dataset\train\early_blight\96888.jpg,96888.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,18795,a0c87b1ab48fad70dda1a6386a64f396180bc511e384fd0673df1013eb22feb5,fa3d95709a4bb0c8,224,224,RGB,JPEG,False,potato__early_blight__grp_00995,1
clean_train_early_blight_96889,clean_dataset\potato_dataset\train\early_blight\96889.jpg,96889.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,15580,9887e318cc4dfb2a04949a0729f19ad9d1293fd6e862b0c3cc4209ac67ca669c,aadbe4b9c4f18681,224,224,RGB,JPEG,False,potato__early_blight__grp_00996,1
clean_train_early_blight_96890,clean_dataset\potato_dataset\train\early_blight\96890.jpg,96890.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,20406,ab212b50279280892283b1d025a9f094fa5fe98c0109e71e5575c8088779b3e7,af91b4dad0a9c84d,224,224,RGB,JPEG,False,potato__early_blight__grp_00997,1
clean_train_early_blight_96891,clean_dataset\potato_dataset\train\early_blight\96891.jpg,96891.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,19500,a48d47fc5715a60a977189408c544606dc4a516882faada0db61257414abb980,abcaf0af81959334,224,224,RGB,JPEG,False,potato__early_blight__grp_00998,1
clean_train_early_blight_96892,clean_dataset\potato_dataset\train\early_blight\96892.jpg,96892.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,14740,99a111e95a9cf8da621493c31823d564bd6d38dcb5d04bc69de66880b03f9efd,bb8cb69bd079c068,224,224,RGB,JPEG,False,potato__early_blight__grp_00999,1
clean_train_early_blight_96893,clean_dataset\potato_dataset\train\early_blight\96893.jpg,96893.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,13933,a11c0e5a3ccbd0bf36c942e2c69c226c2e542a380ed3e50ac5bb5fc0d40ff795,aa0eb5add2f0d292,224,224,RGB,JPEG,False,potato__early_blight__grp_01000,1
clean_train_early_blight_96894,clean_dataset\potato_dataset\train\early_blight\96894.jpg,96894.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,20393,e24ed97061db89c4b5d72da08d755bf03b8d53a79329a02fec493c757f00ba0e,faa0a157878ade94,224,224,RGB,JPEG,False,potato__early_blight__grp_01001,1
clean_train_early_blight_96896,clean_dataset\potato_dataset\train\early_blight\96896.jpg,96896.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,17808,edd3dfa70eff633105cc9aec729271091169c14fc2597839b031c22e658ea8ae,ff81b546d0aec245,224,224,RGB,JPEG,False,potato__early_blight__grp_01002,1
clean_train_early_blight_96898,clean_dataset\potato_dataset\train\early_blight\96898.jpg,96898.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,20571,f46204a9ecc09e19027b3975980f4924414e6fc514fc7a41576557a4e62adcbd,eee0e007853fc738,224,224,RGB,JPEG,False,potato__early_blight__grp_01003,1
clean_train_early_blight_96899,clean_dataset\potato_dataset\train\early_blight\96899.jpg,96899.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,20515,95f0e54244158ef37127c6d5a392fa5a97b32819fede8a1be7f881e893f99b20,ffb0b542d00bc25d,224,224,RGB,JPEG,False,potato__early_blight__grp_01004,1
clean_train_early_blight_96900,clean_dataset\potato_dataset\train\early_blight\96900.jpg,96900.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,17504,943ad346ea51a1fa992a761174c405228131b1467b4ad1e2931352c4e4e25ef5,ffb1b053c04bc329,224,224,RGB,JPEG,False,potato__early_blight__grp_01005,1
clean_train_early_blight_96901,clean_dataset\potato_dataset\train\early_blight\96901.jpg,96901.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,20546,8a9e1de3dbff53ed053c9b4fd22488df7be0d2fa55097fc52dfa4e5417fc83f8,ef97b452d2a8c341,224,224,RGB,JPEG,False,potato__early_blight__grp_01006,1
clean_train_early_blight_96902,clean_dataset\potato_dataset\train\early_blight\96902.jpg,96902.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,18801,238c7a870a31a974c61ef63ee48235dc57a7ded2a154ad33fbac84f72b7be577,ff8ab0add0f5c280,224,224,RGB,JPEG,False,potato__early_blight__grp_01007,1
clean_train_early_blight_96904,clean_dataset\potato_dataset\train\early_blight\96904.jpg,96904.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,16797,31a6f1f130d1c86b25a6233885fd24efb027da0c5ad006b5441ba6774f555d79,ae9fe0f885d0c6c1,224,224,RGB,JPEG,False,potato__early_blight__grp_01008,1
clean_train_early_blight_96905,clean_dataset\potato_dataset\train\early_blight\96905.jpg,96905.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,18049,0d757fc87ed4b3714cfe932b3d35cef249ba082020865ca6d20206c946e855de,bbc2b1af90159f12,224,224,RGB,JPEG,False,potato__early_blight__grp_01009,1
clean_train_early_blight_96906,clean_dataset\potato_dataset\train\early_blight\96906.jpg,96906.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,15408,1c3fc295909728330fe5497ceaec7a80c2609541feb9d5aac2605bffac4fe4ec,abc8f0ad82149f9e,224,224,RGB,JPEG,False,potato__early_blight__grp_01010,1
clean_train_early_blight_96907,clean_dataset\potato_dataset\train\early_blight\96907.jpg,96907.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,13235,e52f9576486da8c2309e844f4c7c038e35c0bef44e2e8cb4b0873ff6a01f479a,aa9fb0f8d7c082c3,224,224,RGB,JPEG,False,potato__early_blight__grp_01011,1
clean_train_early_blight_96908,clean_dataset\potato_dataset\train\early_blight\96908.jpg,96908.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,15966,3255251e84506ddaad3347be7065819032e8070825b451f1dc2477b18c5f68fd,aaee81adc3c48f86,224,224,RGB,JPEG,False,potato__early_blight__grp_01012,1
clean_train_early_blight_96909,clean_dataset\potato_dataset\train\early_blight\96909.jpg,96909.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,14843,a482c39bdde000fb14d34e9dc73c4587438a73661904261a675fbd25a5d4c62c,bac3e00285bf979c,224,224,RGB,JPEG,False,potato__early_blight__grp_01013,1
clean_train_early_blight_96910,clean_dataset\potato_dataset\train\early_blight\96910.jpg,96910.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,23052,d19ed4b2c7a0ce7e254a205ba6975b407a6efcf5d48dc78789e97e355915f421,aab5b5d2d88aca0d,224,224,RGB,JPEG,False,potato__early_blight__grp_01014,1
clean_train_early_blight_96911,clean_dataset\potato_dataset\train\early_blight\96911.jpg,96911.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,20868,0e9b256f017088e68fb12f8cc39887d9ec5c297e638324d0e5bf0482161c966c,fec8a0ebd7258294,224,224,RGB,JPEG,False,potato__early_blight__grp_01015,1
clean_train_early_blight_96912,clean_dataset\potato_dataset\train\early_blight\96912.jpg,96912.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,20030,06bfef70af0bef507a581139fe9b9ecc4345cbf936e080bc10476f7cdf31cc54,bac2b1a9d195939c,224,224,RGB,JPEG,False,potato__early_blight__grp_01016,1
clean_train_early_blight_96913,clean_dataset\potato_dataset\train\early_blight\96913.jpg,96913.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,18644,b965dc2adb08761a2ded4ef278d3a86473aca6a1c8f10b22403c2a6a36395ef9,bf6af0a5c086c517,224,224,RGB,JPEG,False,potato__early_blight__grp_01017,1
clean_train_early_blight_96915,clean_dataset\potato_dataset\train\early_blight\96915.jpg,96915.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,21343,2a67551d575ff818ded3d34a25d38a9f382405e9b0d77791b7d0c049ba7b1c5e,beeab081d094daf2,224,224,RGB,JPEG,False,potato__early_blight__grp_01018,1
clean_train_early_blight_96916,clean_dataset\potato_dataset\train\early_blight\96916.jpg,96916.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,17530,6c8ebf92b4f1b3bd2f271e34576c673c2fcae96ffee670572ba186160736a0f6,bb95e150815a97cb,224,224,RGB,JPEG,False,potato__early_blight__grp_01019,1
clean_train_early_blight_96917,clean_dataset\potato_dataset\train\early_blight\96917.jpg,96917.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,19223,9e92589c0ef125bfefe1e0c8fc84dd025cf81a431642b8ab96871edb3b35778c,ffb4b4dad009c145,224,224,RGB,JPEG,False,potato__early_blight__grp_01020,2
clean_train_early_blight_96919,clean_dataset\potato_dataset\train\early_blight\96919.jpg,96919.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,14847,c5b2037277bae0407024e6adffb4f63a135490bd6b3c1524e0432dfd295441f4,aa1be47b85e09ce1,224,224,RGB,JPEG,False,potato__early_blight__grp_00821,2
clean_train_early_blight_96920,clean_dataset\potato_dataset\train\early_blight\96920.jpg,96920.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,17288,6b71466b2d52caa50413a3bd9beb9439351865e552460412ea0ebdfd6accceb1,efe0c12f85bc9c90,224,224,RGB,JPEG,False,potato__early_blight__grp_01021,1
clean_train_early_blight_96922,clean_dataset\potato_dataset\train\early_blight\96922.jpg,96922.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,18347,57672f0eced0f5fd761255d4d301f860c888ac53e0a8aa7ea1794a4913634470,aff2b4a5d256d00a,224,224,RGB,JPEG,False,potato__early_blight__grp_01022,1
clean_train_early_blight_96923,clean_dataset\potato_dataset\train\early_blight\96923.jpg,96923.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,22055,fba49e41030bacaa44e0a067b0d5dea8e7878205dbd59424d2ddb50ec6cd7d07,aa3fe0f085419ec7,224,224,RGB,JPEG,False,potato__early_blight__grp_01023,1
clean_train_early_blight_96924,clean_dataset\potato_dataset\train\early_blight\96924.jpg,96924.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,20124,d591e8ff95bde79307b4e129eeafc8a6e991714194e058e324cc2ab4c5a8a6e3,ae9dd45ac96894e4,224,224,RGB,JPEG,False,potato__early_blight__grp_01024,1
clean_train_early_blight_96925,clean_dataset\potato_dataset\train\early_blight\96925.jpg,96925.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,14776,a03034b22adfa6346f6dae3b0a71284a545e12e4c224ea1a274192d83110fc4a,bbe2b0838197db92,224,224,RGB,JPEG,False,potato__early_blight__grp_01025,1
clean_train_early_blight_96926,clean_dataset\potato_dataset\train\early_blight\96926.jpg,96926.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,17245,c51fca4f1cbaff404e69e94214c98fb8cbb0cfb01de97b3b8af399fdb63ed3e9,bb6ff1e880850d87,224,224,RGB,JPEG,False,potato__early_blight__grp_01026,1
clean_train_early_blight_96927,clean_dataset\potato_dataset\train\early_blight\96927.jpg,96927.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,17158,ec81150833d70aef1a2930a5b5b9d29e99993889d6aa960fd180abe366ba7734,ba6fd0a5a9d0c585,224,224,RGB,JPEG,False,potato__early_blight__grp_01027,1
clean_train_early_blight_96928,clean_dataset\potato_dataset\train\early_blight\96928.jpg,96928.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,18788,a5ccac03771880eea8825b1a50a246164a6fdfe6a8bf96427704cdcaa630ecf3,ab0ab5afd054d2b4,224,224,RGB,JPEG,False,potato__early_blight__grp_01028,1
clean_train_early_blight_96929,clean_dataset\potato_dataset\train\early_blight\96929.jpg,96929.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,14496,f10f6d9fb76730322231ae436af30a6fd2d5785c84f14a15a91d30958c28d8cd,eacce0e885e18f87,224,224,RGB,JPEG,False,potato__early_blight__grp_01029,1
clean_train_early_blight_96930,clean_dataset\potato_dataset\train\early_blight\96930.jpg,96930.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,17543,58a75d20ecf1181793b994a93f6115df479520ea4f022d03b88aeac003da56c2,aa97e1d4c342896f,224,224,RGB,JPEG,False,potato__early_blight__grp_01030,1
clean_train_early_blight_96931,clean_dataset\potato_dataset\train\early_blight\96931.jpg,96931.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,19054,0068a73715645747f5d34768223abafcd0accccb870fa45d774980da7173a51c,aadae5ba84e195c1,224,224,RGB,JPEG,False,potato__early_blight__grp_01031,1
clean_train_early_blight_96932,clean_dataset\potato_dataset\train\early_blight\96932.jpg,96932.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,21403,1cf37ece540faf83387fc32ae0503217a4f96b2b08ed2bbf6ded882687f7c74e,be19a0f895b19687,224,224,RGB,JPEG,False,potato__early_blight__grp_01032,1
clean_train_early_blight_96933,clean_dataset\potato_dataset\train\early_blight\96933.jpg,96933.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,15575,494af009403ee09f1a18339c03c109133b862e875e0f0d60ecc141c3418b173e,efb4f010c03ac7d3,224,224,RGB,JPEG,False,potato__early_blight__grp_01033,1
clean_train_early_blight_96934,clean_dataset\potato_dataset\train\early_blight\96934.jpg,96934.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,18511,2bce236aade5516999b8355be32a5d3f620dae4a2179daaa9fa73288bc9f725b,fac3b0af9017ca1a,224,224,RGB,JPEG,False,potato__early_blight__grp_01034,1
clean_train_early_blight_96935,clean_dataset\potato_dataset\train\early_blight\96935.jpg,96935.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,18692,46ab99be070270b2327d091b3a6fdfd1b3916ff6d5add11ffc5b2c1f866549d0,ebeda08d850d963c,224,224,RGB,JPEG,False,potato__early_blight__grp_01035,1
clean_train_early_blight_96936,clean_dataset\potato_dataset\train\early_blight\96936.jpg,96936.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,17660,7c8c0d2e29b139807b40d51ce5e7b5b268707f26a4a944c0b6eacf99e88ea1f8,ee5aa4a8c4e58dc5,224,224,RGB,JPEG,False,potato__early_blight__grp_01036,1
clean_train_early_blight_96937,clean_dataset\potato_dataset\train\early_blight\96937.jpg,96937.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,15734,9899facc2451f0be012420b5357c71725be2902a029eb9361361184b64bcffb1,ffd8b081d2d5c312,224,224,RGB,JPEG,False,potato__early_blight__grp_01037,1
clean_train_early_blight_96938,clean_dataset\potato_dataset\train\early_blight\96938.jpg,96938.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,18205,ff1a0d33e49dd6c71abf79bee1bcff2396f718b50c384825370f1ea5b311fc87,bf49f02dc036c732,224,224,RGB,JPEG,False,potato__early_blight__grp_01038,1
clean_train_early_blight_96939,clean_dataset\potato_dataset\train\early_blight\96939.jpg,96939.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,20085,994f1a76f3d4e558fe175aa14be15ba2a39007e68871b8d25396f60a437e979e,aec0a485949fdabc,224,224,RGB,JPEG,False,potato__early_blight__grp_01039,1
clean_train_early_blight_96940,clean_dataset\potato_dataset\train\early_blight\96940.jpg,96940.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,19680,78d81607623258016d860d6c5fab1e944b4760ae489892352a83ffd5f1448b4b,aaeda56cd5649294,224,224,RGB,JPEG,False,potato__early_blight__grp_01040,1
clean_train_early_blight_96941,clean_dataset\potato_dataset\train\early_blight\96941.jpg,96941.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,19805,ae501097247b9a677a1ca050f0f744eba065d5f44b72b958d66a3306d115e921,abeda105953e9638,224,224,RGB,JPEG,False,potato__early_blight__grp_01041,1
clean_train_early_blight_96942,clean_dataset\potato_dataset\train\early_blight\96942.jpg,96942.jpg,potato,early_blight,clean_dataset,train,PV_Batch_96k_101k,18429,44280f8b17870364dfdc669e3e8dd8a941ef3d422b1e61d02c4f5d13c9f29a17,aa8ee4adc6e4c6c2,224,224,RGB,JPEG,False,potato__early_blight__grp_01042,1
