image_id,filename,path,crop,class,source,file_size,sha256,dhash,family_id,split
96026,96026.jpg,clean_dataset/tomato_dataset/train/healthy/96026.jpg,tomato,healthy,tomato_dataset,33961,3f5a050c03505462fd0092c93208e2261e71ff2dd4d0a9ead45ec80aac0a151a,11823685577274889583,2110,train
96027,96027.jpg,clean_dataset/tomato_dataset/train/healthy/96027.jpg,tomato,healthy,tomato_dataset,38653,0a4878f447476621ae55c2cb023dbd6260174ae26039ef0e9ec2b24b9d88c57b,5196634129494710310,2111,train
96028,96028.jpg,clean_dataset/tomato_dataset/train/healthy/96028.jpg,tomato,healthy,tomato_dataset,26950,f8e51cfede013adef6594e4f286ecbf47fb4cb1c2b986a7db7b7a7259c3768b0,873154556671832343,2112,test
96029,96029.jpg,clean_dataset/tomato_dataset/train/healthy/96029.jpg,tomato,healthy,tomato_dataset,36261,ed036a8a0bb8dfaa63a7e846fff8edffdd4a6fe079fe161b84d4433a13aea595,16129411525876333019,2113,train
96031,96031.jpg,clean_dataset/tomato_dataset/train/healthy/96031.jpg,tomato,healthy,tomato_dataset,36448,9f260e218c8c825922ed00ad20de920cc046cc79e54d394ea539ba5f9cc65822,870376949460306444,2114,train
96034,96034.jpg,clean_dataset/tomato_dataset/train/healthy/96034.jpg,tomato,healthy,tomato_dataset,26035,e2d0dcf23f491019b3781b23c71c81e730ec9398dee9859d0decc87ca61cacb5,16584243196443234321,2115,train
96035,96035.jpg,clean_dataset/tomato_dataset/train/healthy/96035.jpg,tomato,healthy,tomato_dataset,25959,a5463842c83a1a887ce14cb8925bde1e476f1fe064562bb32e35960945caca82,3905504220057991193,2116,train
96038,96038.jpg,clean_dataset/tomato_dataset/train/healthy/96038.jpg,tomato,healthy,tomato_dataset,37769,0cf1a56c6605f0c6f79b665f8a906174c637fb9e5e2664e9f7b6dc1bacaa2750,10545770921109696204,2117,train
96039,96039.jpg,clean_dataset/tomato_dataset/train/healthy/96039.jpg,tomato,healthy,tomato_dataset,36561,b60f9c62d48f3bbfaac17fff3e660ecfe4434ad891b22efb8459fadd37230579,581838676095945733,2118,train
96040,96040.jpg,clean_dataset/tomato_dataset/train/healthy/96040.jpg,tomato,healthy,tomato_dataset,37581,785391c17d9ccea70494a0ba2cde2762207e4ead49b812ac9bdb421d195d733b,9621856231448852942,2119,train
96042,96042.jpg,clean_dataset/tomato_dataset/train/healthy/96042.jpg,tomato,healthy,tomato_dataset,34699,086a9c01eb4bdcea957a373bf56e5d2f4f6a9a25db4a67bf9bdeac04c6232718,15510237993791346585,2120,train
96045,96045.jpg,clean_dataset/tomato_dataset/train/healthy/96045.jpg,tomato,healthy,tomato_dataset,35149,873e8f708fc4290dde501ac190b0ae148aeca98476d270cff65167d7af96d29e,14886427787410352911,2121,val
96046,96046.jpg,clean_dataset/tomato_dataset/train/healthy/96046.jpg,tomato,healthy,tomato_dataset,25919,5a642b5ad705ac55f7943cd976f7df445921480bd978b1362e7d77150ef74b9b,2350226887313651452,2122,val
96047,96047.jpg,clean_dataset/tomato_dataset/train/healthy/96047.jpg,tomato,healthy,tomato_dataset,36721,fd12d286bc3ba424911f091b1f2805365abf548612f639a639fdbdf9c16fca66,591690127138961690,2123,test
96050,96050.jpg,clean_dataset/tomato_dataset/train/healthy/96050.jpg,tomato,healthy,tomato_dataset,36755,321f7bb69ab5b02c406396c2b6eac2d7ec1dfbc6a973b9a4d3ae478c10dbda05,1319016115496093990,2124,train
96051,96051.jpg,clean_dataset/tomato_dataset/train/healthy/96051.jpg,tomato,healthy,tomato_dataset,35690,042b1620a3bbdecf07fc0d177e068cf8f0cb5c2b7e0b2d2e9780ba4cb9da72aa,12432052714478990106,2125,test
96052,96052.jpg,clean_dataset/tomato_dataset/train/healthy/96052.jpg,tomato,healthy,tomato_dataset,32996,f6395f0e9ecde1f3acc8cf551feffc75087a4564d0ddf936485d922ba5288a63,2025320075638141025,2126,val
96054,96054.jpg,clean_dataset/tomato_dataset/train/healthy/96054.jpg,tomato,healthy,tomato_dataset,23239,1e335ebaa92322301e4b81789e6d2cdc6799dd5060bb699504da62483dafb69b,1182195975976823,2127,test
96055,96055.jpg,clean_dataset/tomato_dataset/train/healthy/96055.jpg,tomato,healthy,tomato_dataset,37768,ff974bff6dec01faa231d75191085dc4c7d7bbbfb5c9022e5e7f6aecb7d16941,1408392007335120790,2128,train
96057,96057.jpg,clean_dataset/tomato_dataset/train/healthy/96057.jpg,tomato,healthy,tomato_dataset,35900,73496cb88449f00906dab95f660910bdff0345b288dc720a4140fc76b45b731f,12649914483351950218,2129,train
96058,96058.jpg,clean_dataset/tomato_dataset/train/healthy/96058.jpg,tomato,healthy,tomato_dataset,28744,8519a9f4e7745ed8bf6e2f2524435b5985a86fafd3a93cbc02f09abcfdd4fd85,5479793679303536913,2130,val
96060,96060.jpg,clean_dataset/tomato_dataset/train/healthy/96060.jpg,tomato,healthy,tomato_dataset,36387,61ad65a02a6b108c9378433135eeeb7a816ba5c28fefd4b50eab14be7b5fe878,1809327805036343148,2131,train
96061,96061.jpg,clean_dataset/tomato_dataset/train/healthy/96061.jpg,tomato,healthy,tomato_dataset,25023,583f49067e0705750abee9d64db5dddea4c98396ed52eff912d80d0f05509570,1239461117238991989,2132,train
96062,96062.jpg,clean_dataset/tomato_dataset/train/healthy/96062.jpg,tomato,healthy,tomato_dataset,37067,641c7663038a8274d696f8aef4167040697de219d1bd9ca34dc1c489905bccdf,12923980074676326091,2133,train
96063,96063.jpg,clean_dataset/tomato_dataset/train/healthy/96063.jpg,tomato,healthy,tomato_dataset,36927,01b8fec9b863c10240e02d650f2e908852f2e6f405000901439665e841c19ef6,16113628476253230491,2134,train
96065,96065.jpg,clean_dataset/tomato_dataset/train/healthy/96065.jpg,tomato,healthy,tomato_dataset,23870,7154a5c14170d9569c1aad90a48a124d1dd184198ea20c338b376f1bbc756813,579004151173952382,2135,train
96066,96066.jpg,clean_dataset/tomato_dataset/train/healthy/96066.jpg,tomato,healthy,tomato_dataset,25463,0d55b6b0dbe1e602a0ac9bbfcba56720c5e8a14d320d1c4b1f503de7c8c16cd7,5705908813554544661,2136,train
96068,96068.jpg,clean_dataset/tomato_dataset/train/healthy/96068.jpg,tomato,healthy,tomato_dataset,25834,882c20b542071951db2d4b989dad7ecdc6764b7ec7eac8fd0a5948f3e8004e97,10092024926651347281,2137,val
96069,96069.jpg,clean_dataset/tomato_dataset/train/healthy/96069.jpg,tomato,healthy,tomato_dataset,35757,7daddc72d796510d813a46c50c92dfd8c723ed481d4481663202906118786c24,14560757252923536305,2138,train
96070,96070.jpg,clean_dataset/tomato_dataset/train/healthy/96070.jpg,tomato,healthy,tomato_dataset,38769,f536a4f9ab7e61faf669a00234da5f4bb15a59f6849b03e04decf6ff8c75d996,6636215074709904140,2139,test
96072,96072.jpg,clean_dataset/tomato_dataset/train/healthy/96072.jpg,tomato,healthy,tomato_dataset,35003,4fe77050b9220b6e5e65c3ea61c9eb73fbc2159f9ca2aa43a1b27a9449e58647,14433634511762829846,2140,train
96073,96073.jpg,clean_dataset/tomato_dataset/train/healthy/96073.jpg,tomato,healthy,tomato_dataset,28778,d9bb50fb0af9d727b80d09de2b298f6767dcbf7a4c680412a9145be580c1713d,16120449363673708899,2141,train
96075,96075.jpg,clean_dataset/tomato_dataset/train/healthy/96075.jpg,tomato,healthy,tomato_dataset,25342,26d61907fefa70f74344bac7364d8adb84c7a9be7132cef29bd95b66b157218b,10994455898107686945,2142,train
96076,96076.jpg,clean_dataset/tomato_dataset/train/healthy/96076.jpg,tomato,healthy,tomato_dataset,37638,d9cbe87d2ba4ffe1016d369b9a4069d415814eca70d1dd478b415ffef3da4052,16084447651799851943,2143,test
96077,96077.jpg,clean_dataset/tomato_dataset/train/healthy/96077.jpg,tomato,healthy,tomato_dataset,26614,5c3cede7ba0d467b71e03b647180ad1f43278238046970a9a17237b932f97892,4955232907006473220,2144,val
96078,96078.jpg,clean_dataset/tomato_dataset/train/healthy/96078.jpg,tomato,healthy,tomato_dataset,35804,2c1ed663c17d89e08ff1ababb11f02525cad214bc147cf348fe5ff75c944636b,2063901218248166342,2145,train
96079,96079.jpg,clean_dataset/tomato_dataset/train/healthy/96079.jpg,tomato,healthy,tomato_dataset,34878,3fb2364a5e1f86250ea8a2b652025d31cf719014d4acc2e2eb0dcb1d506a0503,471350337162249090,2146,train
96081,96081.jpg,clean_dataset/tomato_dataset/train/healthy/96081.jpg,tomato,healthy,tomato_dataset,37914,e9709904db6bb4077aebbe700da813417374a82758975c57efe71fb8aa62f831,7145819648777466430,2147,test
96082,96082.jpg,clean_dataset/tomato_dataset/train/healthy/96082.jpg,tomato,healthy,tomato_dataset,36453,61bf9b949eb72291a17b175e50d05855ffb117a05953a47488bd0080b94dde35,218225136621406595,2148,test
96085,96085.jpg,clean_dataset/tomato_dataset/train/healthy/96085.jpg,tomato,healthy,tomato_dataset,37143,40b554c024ea4540563361ba7bc1327002051edd47c80df82ed02aaa0bceec19,10235306571628618006,2149,train
96086,96086.jpg,clean_dataset/tomato_dataset/train/healthy/96086.jpg,tomato,healthy,tomato_dataset,35949,7f37392b152db088dd83002b4a69cabf7e7126cede97a7545099862e48bafd94,14719120772737865486,2150,train
96089,96089.jpg,clean_dataset/tomato_dataset/train/healthy/96089.jpg,tomato,healthy,tomato_dataset,37554,9c157a590b5c78aec5c120e601426b8b8398164689fdabd345dd7978397f8015,9479387162113160796,2151,val
96090,96090.jpg,clean_dataset/tomato_dataset/train/healthy/96090.jpg,tomato,healthy,tomato_dataset,25426,9994e64276701f3c8077cd8b0e2ddf61c45709b99ce378eb4e284d4bd4b59d48,15047781067050677243,2152,test
96091,96091.jpg,clean_dataset/tomato_dataset/train/healthy/96091.jpg,tomato,healthy,tomato_dataset,24949,53105f5cb15953d29605068a5434bf88359aa68f1d6f295dff622ca8d077b8a6,11284918356138815652,2153,test
96094,96094.jpg,clean_dataset/tomato_dataset/train/healthy/96094.jpg,tomato,healthy,tomato_dataset,37993,4c859201f7051e6cde1c3e01caba08c43ae669c4053c7ae844e10c5b9013768c,8020495347917214486,2154,train
96095,96095.jpg,clean_dataset/tomato_dataset/train/healthy/96095.jpg,tomato,healthy,tomato_dataset,35390,13d6eee3c0ffc922b341e909ec0049085c43344fd4cfaed509916705f35e4fec,1732833654598674441,2155,test
96096,96096.jpg,clean_dataset/tomato_dataset/train/healthy/96096.jpg,tomato,healthy,tomato_dataset,35861,2595ca903a4bbad9d2391b3fe1d969ff37af83a504cd92d1c841215bc954734a,12017352490683035935,2156,train
96098,96098.jpg,clean_dataset/tomato_dataset/train/healthy/96098.jpg,tomato,healthy,tomato_dataset,31364,65c3e6863ff043f428bead6f55b9aac5c3daccfc5eb38c8f8804d73d4ee863c6,578725892908396817,2157,train
96101,96101.jpg,clean_dataset/tomato_dataset/train/healthy/96101.jpg,tomato,healthy,tomato_dataset,31658,21c8301237a4f5875d7106d2f9cb25020d3e387b509e2e793e3a80117469f435,4858149479130574500,2158,train
96102,96102.jpg,clean_dataset/tomato_dataset/train/healthy/96102.jpg,tomato,healthy,tomato_dataset,39155,36797f84989064e94823165199a0d0b99150bc71613df52bc4ed1b746b64ff4d,2778328629477716259,2159,train
96103,96103.jpg,clean_dataset/tomato_dataset/train/healthy/96103.jpg,tomato,healthy,tomato_dataset,36378,51ecfa85796cc00cb28cc02f326a9c752a7d5d302b17c41d83123c10e19b278c,10134815998896179082,2160,val
96104,96104.jpg,clean_dataset/tomato_dataset/train/healthy/96104.jpg,tomato,healthy,tomato_dataset,35776,a5c31ce2fb3f5ec1b03111dbe0839793be939798fae2054a911900005c7799b6,291356369886646032,2161,train
96105,96105.jpg,clean_dataset/tomato_dataset/train/healthy/96105.jpg,tomato,healthy,tomato_dataset,23883,e6cb4e33c3309dc72dcd8f8c43826d82a67d1cbe42310cb7cf745358cf43d57e,1483111870610133353,2162,train
96106,96106.jpg,clean_dataset/tomato_dataset/train/healthy/96106.jpg,tomato,healthy,tomato_dataset,35565,9f23ad14780b8d573d9b807f4819594c09ae04dd7a44b9a37ddc0ddbab797471,10272197984731094479,2163,train
96107,96107.jpg,clean_dataset/tomato_dataset/train/healthy/96107.jpg,tomato,healthy,tomato_dataset,35111,e48e10c13d97ff8d3dcd498028bd64cc29a996726581086e6844f32542cda0be,926838427773038235,2164,train
96109,96109.jpg,clean_dataset/tomato_dataset/train/healthy/96109.jpg,tomato,healthy,tomato_dataset,35634,d564f560d82e49b055ae7cb8e92409d87121e69bcc61065993c64d827c963cca,2895010213523498758,2165,test
96110,96110.jpg,clean_dataset/tomato_dataset/train/healthy/96110.jpg,tomato,healthy,tomato_dataset,26805,8a21e71ccf0437ec172e564c8951f2fb7986450be123523050d0cbc5b466c453,5589657570537173099,2166,train
96111,96111.jpg,clean_dataset/tomato_dataset/train/healthy/96111.jpg,tomato,healthy,tomato_dataset,37449,385bac3b98769aa1ecf75aff0207a763f65cc0313f81e81f0660c81d4c085dfa,15604009207977816886,2167,train
96112,96112.jpg,clean_dataset/tomato_dataset/train/healthy/96112.jpg,tomato,healthy,tomato_dataset,37833,4239970fd0a026e66b6cd141c2957ec8075a4f5d53851de165b117e60d0913de,2381732526455731109,2168,train
96113,96113.jpg,clean_dataset/tomato_dataset/train/healthy/96113.jpg,tomato,healthy,tomato_dataset,36508,e26d0f5c1a989da040d2bc69c0072739128d4e233a4c1cd5d67348a952485e7f,14346000014321991437,2169,test
96114,96114.jpg,clean_dataset/tomato_dataset/train/healthy/96114.jpg,tomato,healthy,tomato_dataset,31130,e6f9789be5c2396300a210718d44aebfe54ad3bd7ac4ec202fb9a5af1c92e7aa,5375381957164201003,2170,val
96115,96115.jpg,clean_dataset/tomato_dataset/train/healthy/96115.jpg,tomato,healthy,tomato_dataset,37807,9f44293f4eee43c39dbb37982a811be467d549f9b8c31000dae6b5f661abcc79,870904835705472278,2171,train
96117,96117.jpg,clean_dataset/tomato_dataset/train/healthy/96117.jpg,tomato,healthy,tomato_dataset,28190,a4c10279a59534bcd99d73251056998d3878d2776500f1c1ae4a9f6ac16c23a5,5196049446956258946,2172,train
96118,96118.jpg,clean_dataset/tomato_dataset/train/healthy/96118.jpg,tomato,healthy,tomato_dataset,36466,a2e5171238966754c6bd6c4fd3bc1d42992b725d4a215f156ff67a05d847553d,441957663374522130,2173,train
96119,96119.jpg,clean_dataset/tomato_dataset/train/healthy/96119.jpg,tomato,healthy,tomato_dataset,35704,83fb7cdd7bc3d49e0752d9f271ab4fde7c20c063fc4a92fa003f0911a090a37c,12080848354076575323,2174,test
96122,96122.jpg,clean_dataset/tomato_dataset/train/healthy/96122.jpg,tomato,healthy,tomato_dataset,37857,4bc636519c256cdc6792621f580a6b46e561b49f8e0484c5942780ac98b5f54b,11474739912711967631,2175,train
96123,96123.jpg,clean_dataset/tomato_dataset/train/healthy/96123.jpg,tomato,healthy,tomato_dataset,35741,96cdc4e660e4901fb890fb37b8c7b41c587844f1a93ec603a4824259a9a0ccee,2956626788777078277,2176,train
96125,96125.jpg,clean_dataset/tomato_dataset/train/healthy/96125.jpg,tomato,healthy,tomato_dataset,35936,c30706ad856ce0930e162560b0f40eba2e0ceda3f7c785ec9352fe0cad12671c,11856602454582376461,2177,train
96126,96126.jpg,clean_dataset/tomato_dataset/train/healthy/96126.jpg,tomato,healthy,tomato_dataset,28871,344d1dd0fb195918ff35f4f1454e0e10937cd53c4196247830bdb97d2bd6fc2f,1542293557508894887,2178,train
96127,96127.jpg,clean_dataset/tomato_dataset/train/healthy/96127.jpg,tomato,healthy,tomato_dataset,24793,bd626bd145e6f60bf571f7383253b6b7dff6862a8c0cf63fe281dc0f322f17f0,9534009468265919254,2179,train
96128,96128.jpg,clean_dataset/tomato_dataset/train/healthy/96128.jpg,tomato,healthy,tomato_dataset,35847,b56b30161b6b835bb6c6efed3f3be4467ab057db5779188917635e946338ab10,6349080374983922193,2180,train
96129,96129.jpg,clean_dataset/tomato_dataset/train/healthy/96129.jpg,tomato,healthy,tomato_dataset,24228,6cf99e87c6daf6ddef0842957d62ad6cd69216ac91d8539094940d571b8a6457,1010523858667597847,2181,train
96130,96130.jpg,clean_dataset/tomato_dataset/train/healthy/96130.jpg,tomato,healthy,tomato_dataset,28387,1a28772ac31158fd92524d9d45e1dea39226d1807ff96a79185c9328255ddc37,951727796536939287,2182,test
96131,96131.jpg,clean_dataset/tomato_dataset/train/healthy/96131.jpg,tomato,healthy,tomato_dataset,26790,fab2d7694b9516b714d0c89ee70317ee625f52ef8c971b07e5adbc922d952681,5063737251035468056,2183,train
96133,96133.jpg,clean_dataset/tomato_dataset/train/healthy/96133.jpg,tomato,healthy,tomato_dataset,27947,b64cbe270f4453102d68953dd1a9ff45550208dbf04c64d44f46186afdef81a9,9949352289249587303,2184,train
96134,96134.jpg,clean_dataset/tomato_dataset/train/healthy/96134.jpg,tomato,healthy,tomato_dataset,26264,cd9c8219c27f81e7f8365f7480493ed3409c4b38b53b1202b55e628be56d396a,6889160748005684007,2185,train
96135,96135.jpg,clean_dataset/tomato_dataset/train/healthy/96135.jpg,tomato,healthy,tomato_dataset,36426,a309e7cac75cd98750d3c8e281d826d480016c1f49624cc8548614f42bae9aac,12667415686695032791,2186,train
96136,96136.jpg,clean_dataset/tomato_dataset/train/healthy/96136.jpg,tomato,healthy,tomato_dataset,37233,cd71612e5404f0d5ccc00b2b184970826393f2d304c84201f32e5cf984a7c43d,13122023989044917871,2187,val
96138,96138.jpg,clean_dataset/tomato_dataset/train/healthy/96138.jpg,tomato,healthy,tomato_dataset,23354,02d1420bf6fa7d2e2074b3a572ba7a59c8ea12a6ee34fa3b2ef34f68460cf13d,13892997607350040575,2188,train
96140,96140.jpg,clean_dataset/tomato_dataset/train/healthy/96140.jpg,tomato,healthy,tomato_dataset,36080,77de1532ebbfdc3fabc0b11473e620762120884e6c3da9c7c29a9fb4f49f4b2a,363974689671612433,2189,test
96143,96143.jpg,clean_dataset/tomato_dataset/train/healthy/96143.jpg,tomato,healthy,tomato_dataset,37486,f877a735ee62bd7abfea5b6b41e7f89df1eb5e975d25abf8f031349d5a2b5494,3421943275932334875,2190,train
96144,96144.jpg,clean_dataset/tomato_dataset/train/healthy/96144.jpg,tomato,healthy,tomato_dataset,36545,fe1d339c7df9bf714e5ad03e77943f27bfe7463b6b79f691e909512ac1248301,9875345492981267406,2191,train
96145,96145.jpg,clean_dataset/tomato_dataset/train/healthy/96145.jpg,tomato,healthy,tomato_dataset,37102,d341ba371c802c49d8e997e1e795c92bfb91a1b6c65085539cc5373359be53ad,11508710597107856303,2192,val
96146,96146.jpg,clean_dataset/tomato_dataset/train/healthy/96146.jpg,tomato,healthy,tomato_dataset,23689,5261d7bec8a984f0eadaf692dae2ed3959e3ec760f2f4664ffd69e26ed08b4be,14525854141180343594,2193,train
96148,96148.jpg,clean_dataset/tomato_dataset/train/healthy/96148.jpg,tomato,healthy,tomato_dataset,26715,96725ccb8e8f2e8b88846d9f9a7aad3762958ee67bce26266d47a47d788fe8a9,16148270983419230207,2194,train
96149,96149.jpg,clean_dataset/tomato_dataset/train/healthy/96149.jpg,tomato,healthy,tomato_dataset,36539,78e50fc5e0135e8d28ba4742bee61d84d585fc2ee240f9e34932ac15e6b910be,13152364874067302006,2195,train
96150,96150.jpg,clean_dataset/tomato_dataset/train/healthy/96150.jpg,tomato,healthy,tomato_dataset,24687,190bb0e9a45e91ba64df4dd4367afe4d3ad2d349e3a7a5d39cf95a69ac0f1ff2,10452575575548114993,2196,train
96151,96151.jpg,clean_dataset/tomato_dataset/train/healthy/96151.jpg,tomato,healthy,tomato_dataset,35427,0c0c9b9fa166e1589f0a2c18791ff345598fbfa4ee680a042ed068ae4cd5575d,14523446236806610076,2197,test
96153,96153.jpg,clean_dataset/tomato_dataset/train/healthy/96153.jpg,tomato,healthy,tomato_dataset,28295,0e45a9ae4523f03fb7513440fa7a092a4fa8e4f80ba75983a83c74882159ec90,595656169668808962,2198,train
96154,96154.jpg,clean_dataset/tomato_dataset/train/healthy/96154.jpg,tomato,healthy,tomato_dataset,34113,298e48c1c57b99ae79dd8d13e6191d37282c2f9f3290d28f5a029ec0cbef965b,4548394999752324134,2199,train
96155,96155.jpg,clean_dataset/tomato_dataset/train/healthy/96155.jpg,tomato,healthy,tomato_dataset,25234,6d9d44858eb101187a2f4cc4edf5bb92f8946d27a3788f5862d2800af57d4c7d,13838461276561569535,2200,train
96157,96157.jpg,clean_dataset/tomato_dataset/train/healthy/96157.jpg,tomato,healthy,tomato_dataset,29911,9e103cc6de14167bf35fda2686dcefff31b5326e9784d11c09b59fcfe3159b5f,10238713238224181143,2201,val
96158,96158.jpg,clean_dataset/tomato_dataset/train/healthy/96158.jpg,tomato,healthy,tomato_dataset,26320,774143f26b470eb7b0a038f402fe89eaf47d4dc7a168d85a4265243ea6e405b6,580443266390024450,2202,train
96159,96159.jpg,clean_dataset/tomato_dataset/train/healthy/96159.jpg,tomato,healthy,tomato_dataset,26937,421a292ec6230c82524be06023de93266953521ce8496ae1f502bccf4ffc6abc,9947913929553580288,2203,train
96161,96161.jpg,clean_dataset/tomato_dataset/train/healthy/96161.jpg,tomato,healthy,tomato_dataset,27167,e43bdfc0016041bee03b8ed69bb7b35e9cded0c6d5ed51c839de01bb52fde4c3,3064296512876032368,2204,train
96162,96162.jpg,clean_dataset/tomato_dataset/train/healthy/96162.jpg,tomato,healthy,tomato_dataset,36766,01dac108378e6f2f8c411ecfd685750a75e7d93937dfa977ff754d2a4786a1a9,1013937949701073161,2205,train
96163,96163.jpg,clean_dataset/tomato_dataset/train/healthy/96163.jpg,tomato,healthy,tomato_dataset,36219,4cf13d7bddf7efe3c3636a9dcbfe630b3fd47fadc911997f51b7b637983e3ace,3976510552126602111,2206,val
96164,96164.jpg,clean_dataset/tomato_dataset/train/healthy/96164.jpg,tomato,healthy,tomato_dataset,27842,25b646eacebfcd799c6b830bf148eb2f7da35a04f5b9438d14883f1d61bed9f8,663281976210485611,2207,train
96165,96165.jpg,clean_dataset/tomato_dataset/train/healthy/96165.jpg,tomato,healthy,tomato_dataset,35653,a79f65c6c60bfe3dde6cde2f23de335ca7d18c79620780f727730e68d9fb8a51,14147805489673488205,2208,train
96166,96166.jpg,clean_dataset/tomato_dataset/train/healthy/96166.jpg,tomato,healthy,tomato_dataset,35202,86dc662242144207504158de4bfc08a8f4c0bc37ae4e75ec04bb3f4d2589ae4b,15537337519606168499,2209,train
96167,96167.jpg,clean_dataset/tomato_dataset/train/healthy/96167.jpg,tomato,healthy,tomato_dataset,36026,22b46cda50a9480ec91e83f5b7d8a15d5238ec2afc8c42cc4184acc1b7a47187,14251222326771395535,2210,train
96168,96168.jpg,clean_dataset/tomato_dataset/train/healthy/96168.jpg,tomato,healthy,tomato_dataset,35926,fafd6deb79b2edcc9b274e1011ebbd2141834f0ba9c465ddb5fb2bf42a11004a,16473492455225915047,2211,val
96169,96169.jpg,clean_dataset/tomato_dataset/train/healthy/96169.jpg,tomato,healthy,tomato_dataset,21900,f8787d829bb0ee6d3b2475f381cd1a8fea210539a88aaa754199212202455ebf,1587326806054212364,2212,train
96171,96171.jpg,clean_dataset/tomato_dataset/train/healthy/96171.jpg,tomato,healthy,tomato_dataset,29565,ce7d697e3beb272a56d872d8ab50380902149b92d089c0d9d43166ffe260ec5e,291065129482596369,2213,train
96172,96172.jpg,clean_dataset/tomato_dataset/train/healthy/96172.jpg,tomato,healthy,tomato_dataset,24496,f1bca18e9e0e65400f2a2e2edca8e3e7a549b30d76fd60ac3755c29a7876e961,7498235205609648408,2214,train
96173,96173.jpg,clean_dataset/tomato_dataset/train/healthy/96173.jpg,tomato,healthy,tomato_dataset,27656,be2cf0d5121bce04e99e557fc90c9f4de65b20892e887cbcdde5a0f4d0a55f14,2599334760839975714,2215,train
96175,96175.jpg,clean_dataset/tomato_dataset/train/healthy/96175.jpg,tomato,healthy,tomato_dataset,37000,ef00e0d78cefff7a0ece460465e40fee4dd98abaf663cb127fed1d3c66e7d6e3,7409346683709306679,2216,train
96176,96176.jpg,clean_dataset/tomato_dataset/train/healthy/96176.jpg,tomato,healthy,tomato_dataset,28257,6e2af5bf904fa3bdabc270db7b0e11499a9e640072745cd48ae3f2fd3a5d82c0,11180172818294895079,2217,train
96177,96177.jpg,clean_dataset/tomato_dataset/train/healthy/96177.jpg,tomato,healthy,tomato_dataset,36377,f4cf39158e21fdac6297e0ff3bd8bac980316cbb5f03cb4a1659b0809b9e74a4,14361423281383499326,2218,val
96179,96179.jpg,clean_dataset/tomato_dataset/train/healthy/96179.jpg,tomato,healthy,tomato_dataset,37059,39548164cb1274e738e74292ef689983be69263ac2cde88b5d3dcac12f585c11,10848770572696758022,2219,train
96180,96180.jpg,clean_dataset/tomato_dataset/train/healthy/96180.jpg,tomato,healthy,tomato_dataset,36304,fff8e431faa2cd7789b534b9f6d2d764689260dfe8a1434980678876c1b531c2,9771152145476953702,2220,train
96181,96181.jpg,clean_dataset/tomato_dataset/train/healthy/96181.jpg,tomato,healthy,tomato_dataset,27735,1c9ac4a22c92727e6e2d300dce5e2fabedec86239071d86d6bc1c68583d78b54,798035647111632919,2221,test
96182,96182.jpg,clean_dataset/tomato_dataset/train/healthy/96182.jpg,tomato,healthy,tomato_dataset,36502,29da70cfd8b2af1aaa2090243aaaddbaf0e08bdff68d0c5d4a06ac2825beca0f,14960692358452299303,2222,test
96184,96184.jpg,clean_dataset/tomato_dataset/train/healthy/96184.jpg,tomato,healthy,tomato_dataset,31431,6fc35523dec3a3d9b919d84a9f61a41b08a0f0921222b427133fb9573acba71a,563087999512837,2223,train
96185,96185.jpg,clean_dataset/tomato_dataset/train/healthy/96185.jpg,tomato,healthy,tomato_dataset,24167,5750b5bae2d16cf12889405fb696e684e4f2e6379728a2164d62099021931681,1446509904947327253,2224,train
96186,96186.jpg,clean_dataset/tomato_dataset/train/healthy/96186.jpg,tomato,healthy,tomato_dataset,37374,4f54b3dcdded6c44ba9cb847f56e9c37dbae7635459a2da370543baf701c94bd,11107630595969364923,2225,train
96188,96188.jpg,clean_dataset/tomato_dataset/train/healthy/96188.jpg,tomato,healthy,tomato_dataset,36353,df9b4ff618f816625b62a661d70ab9d38016204a32f4c4d45a641e7d3ab1cac9,14305273081057456941,2226,test
96189,96189.jpg,clean_dataset/tomato_dataset/train/healthy/96189.jpg,tomato,healthy,tomato_dataset,33737,2e3f738ac5ea6303dece944a26081448afe7d3c65765bcee1954cd17b86da3aa,5694702919649996442,2227,train
96191,96191.jpg,clean_dataset/tomato_dataset/train/healthy/96191.jpg,tomato,healthy,tomato_dataset,36615,f1de717d1dd93d759e319938a4321e2eb580785f10773b806ceed583164e763b,14881729436254936013,2228,train
96193,96193.jpg,clean_dataset/tomato_dataset/train/healthy/96193.jpg,tomato,healthy,tomato_dataset,31728,169076aa71e5b49017503cad544d80b5d6ec5f670e4a34636e84e4fd0532c13b,6090796009291846416,2229,train
96194,96194.jpg,clean_dataset/tomato_dataset/train/healthy/96194.jpg,tomato,healthy,tomato_dataset,35546,4d2941ccf0e2849cf97f3fff1a0a92f2196f5d86a983ae131b8a0f9b7146e85c,14811660789464297066,2230,train
96195,96195.jpg,clean_dataset/tomato_dataset/train/healthy/96195.jpg,tomato,healthy,tomato_dataset,34718,d072aa7c8de23b37b63bcbb2e9954ba98ed23da4c967e425d26b92447c56ff25,1163137554170653188,2231,test
96196,96196.jpg,clean_dataset/tomato_dataset/train/healthy/96196.jpg,tomato,healthy,tomato_dataset,28833,a4c14416b1adaff1878571376a682e9b4270c2162c7e4739f83c205d49458266,8000388634277802775,2232,val
