relative_path,file_type,extension,size_bytes,modified_time,git_status,sha256,suspected_role,proposed_category,risk_level,notes
bounding_box_dataset/tomato/train/late_blight/82839.jpg,file,.jpg,12141,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82840.jpg,file,.jpg,9146,2026-09-17 10:36:08,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82842.jpg,file,.jpg,16450,2026-09-17 10:36:08,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82843.jpg,file,.jpg,13842,2026-09-17 10:36:08,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82844.jpg,file,.jpg,16938,2026-09-17 10:36:08,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82846.jpg,file,.jpg,12476,2026-09-17 10:36:08,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82848.jpg,file,.jpg,20946,2026-09-17 10:36:08,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82850.jpg,file,.jpg,21922,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82851.jpg,file,.jpg,16197,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82853.jpg,file,.jpg,14007,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82854.jpg,file,.jpg,13377,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82855.jpg,file,.jpg,7285,2026-09-17 10:36:08,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82856.jpg,file,.jpg,8985,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82858.jpg,file,.jpg,12333,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82859.jpg,file,.jpg,13022,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82863.jpg,file,.jpg,21821,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82866.jpg,file,.jpg,12662,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82867.jpg,file,.jpg,18701,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82868.jpg,file,.jpg,18055,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82869.jpg,file,.jpg,12368,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82870.jpg,file,.jpg,20714,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82871.jpg,file,.jpg,15759,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82872.jpg,file,.jpg,15610,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82873.jpg,file,.jpg,7176,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82875.jpg,file,.jpg,16191,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82876.jpg,file,.jpg,15444,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82878.jpg,file,.jpg,17554,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82879.jpg,file,.jpg,20924,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82882.jpg,file,.jpg,19538,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82884.jpg,file,.jpg,11622,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82885.jpg,file,.jpg,20867,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82890.jpg,file,.jpg,20667,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82891.jpg,file,.jpg,18505,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82893.jpg,file,.jpg,11197,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82894.jpg,file,.jpg,19286,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82895.jpg,file,.jpg,15055,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82897.jpg,file,.jpg,9744,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82898.jpg,file,.jpg,8396,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82899.jpg,file,.jpg,20502,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82900.jpg,file,.jpg,11342,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82901.jpg,file,.jpg,13616,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82902.jpg,file,.jpg,19800,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82903.jpg,file,.jpg,8756,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82904.jpg,file,.jpg,19053,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82907.jpg,file,.jpg,13966,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82908.jpg,file,.jpg,20654,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82909.jpg,file,.jpg,14255,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82910.jpg,file,.jpg,12438,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82914.jpg,file,.jpg,20536,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82915.jpg,file,.jpg,19479,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82916.jpg,file,.jpg,10862,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82917.jpg,file,.jpg,7383,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82918.jpg,file,.jpg,17137,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82920.jpg,file,.jpg,21510,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82921.jpg,file,.jpg,18289,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82923.jpg,file,.jpg,12375,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82924.jpg,file,.jpg,18580,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82925.jpg,file,.jpg,20303,2026-09-17 10:36:09,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82928.jpg,file,.jpg,12382,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82929.jpg,file,.jpg,21243,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82930.jpg,file,.jpg,9309,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82931.jpg,file,.jpg,18000,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82933.jpg,file,.jpg,17453,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82938.jpg,file,.jpg,14381,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82939.jpg,file,.jpg,10957,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82940.jpg,file,.jpg,20040,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82942.jpg,file,.jpg,20319,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82943.jpg,file,.jpg,20870,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82945.jpg,file,.jpg,23187,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82946.jpg,file,.jpg,17167,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82948.jpg,file,.jpg,19437,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82949.jpg,file,.jpg,14421,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82950.jpg,file,.jpg,17984,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82953.jpg,file,.jpg,17041,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82955.jpg,file,.jpg,19129,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82957.jpg,file,.jpg,12599,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82958.jpg,file,.jpg,11905,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82960.jpg,file,.jpg,18346,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82964.jpg,file,.jpg,14691,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82966.jpg,file,.jpg,18409,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82967.jpg,file,.jpg,12677,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82969.jpg,file,.jpg,13641,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82972.jpg,file,.jpg,19816,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82973.jpg,file,.jpg,18989,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82974.jpg,file,.jpg,12463,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82975.jpg,file,.jpg,13983,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82976.jpg,file,.jpg,16516,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82977.jpg,file,.jpg,10767,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82978.jpg,file,.jpg,19883,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82979.jpg,file,.jpg,11186,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82980.jpg,file,.jpg,9267,2026-09-17 10:36:10,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82981.jpg,file,.jpg,18491,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82982.jpg,file,.jpg,10584,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82983.jpg,file,.jpg,20812,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82984.jpg,file,.jpg,12106,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82985.jpg,file,.jpg,15721,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82986.jpg,file,.jpg,16202,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82988.jpg,file,.jpg,11244,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82989.jpg,file,.jpg,13799,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82991.jpg,file,.jpg,18182,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82992.jpg,file,.jpg,19288,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82993.jpg,file,.jpg,20585,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82994.jpg,file,.jpg,11177,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82995.jpg,file,.jpg,14600,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/82997.jpg,file,.jpg,11646,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83001.jpg,file,.jpg,7402,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83002.jpg,file,.jpg,13656,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83004.jpg,file,.jpg,12304,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83005.jpg,file,.jpg,18233,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83007.jpg,file,.jpg,11845,2026-09-17 10:36:12,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83008.jpg,file,.jpg,16663,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83009.jpg,file,.jpg,19702,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83010.jpg,file,.jpg,14112,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83011.jpg,file,.jpg,19357,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83014.jpg,file,.jpg,16285,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83015.jpg,file,.jpg,19120,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83016.jpg,file,.jpg,18903,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83017.jpg,file,.jpg,23479,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83020.jpg,file,.jpg,17728,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83021.jpg,file,.jpg,6369,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83025.jpg,file,.jpg,11452,2026-09-17 10:36:12,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83026.jpg,file,.jpg,13769,2026-09-17 10:36:12,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83027.jpg,file,.jpg,18611,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83028.jpg,file,.jpg,20232,2026-09-17 10:36:11,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83029.jpg,file,.jpg,12322,2026-09-17 10:36:12,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83030.jpg,file,.jpg,14738,2026-09-17 10:36:12,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83032.jpg,file,.jpg,21023,2026-09-17 10:36:12,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83034.jpg,file,.jpg,19780,2026-09-17 10:36:12,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83035.jpg,file,.jpg,20716,2026-09-17 10:36:12,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83036.jpg,file,.jpg,21228,2026-09-17 10:36:12,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83037.jpg,file,.jpg,21366,2026-09-17 10:36:12,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83038.jpg,file,.jpg,11293,2026-09-17 10:36:12,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83039.jpg,file,.jpg,20577,2026-09-17 10:36:12,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83041.jpg,file,.jpg,20307,2026-09-17 10:36:12,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83042.jpg,file,.jpg,7909,2026-09-17 10:36:12,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83043.jpg,file,.jpg,18923,2026-09-17 10:36:12,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83044.jpg,file,.jpg,20659,2026-09-17 10:36:12,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83045.jpg,file,.jpg,12576,2026-09-17 10:36:12,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83046.jpg,file,.jpg,18025,2026-09-17 10:36:12,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83047.jpg,file,.jpg,16314,2026-09-17 10:36:12,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83048.jpg,file,.jpg,19174,2026-09-17 10:36:12,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
bounding_box_dataset/tomato/train/late_blight/83049.jpg,file,.jpg,9432,2026-09-17 10:36:12,untracked,unhashed_bulk_image_asset,preprocessing,raw_data,low,Tomato foliage bounding box dataset.
