relative_path,primary_category,secondary_category,status,risk_level,recommended_target_path,notes
archive/raw_unprocessed/Rice___Healthy/IMG_20190420_194712_1.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190420_194713.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190420_194730_1.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190420_194731.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190420_194732.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190420_194921.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190420_200326.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190420_200327.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190420_200345.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190420_200430.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190420_200431.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190420_200433.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190420_200433_1.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190420_200434.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190420_200435.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190420_200436.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190420_200439.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190420_200441.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190420_200443.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190420_200445.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190420_200456.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190420_200457.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190420_200458.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190420_200504.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190420_200508.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195154.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195300.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195303.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195304.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195307.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195312.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195320.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195321.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195322.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195323.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195324.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195324_1.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195344.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195346.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195348.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195404.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195416.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195418.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195419.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195420.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195428.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195437.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195515.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195529.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195540.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195544.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195605.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195606.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195608.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195610.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195615.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195617.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195629.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195730.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195735.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195755.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195756.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195758.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195804.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195830.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195834.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195847.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195901.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195904.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190421_195921.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_125610.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_125645.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_125647.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_125722.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_125725.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_125728.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_125734.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_125827.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_125829.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_125836.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_125837.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_125838.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_125912.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_125913.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_125914.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_125916.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_125919.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_125921.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_125932.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_125935.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_125938.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130008.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130013.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130032.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130033.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130044.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130047.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130049.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130054.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130057.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130058.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130105.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130107.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130111.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130136.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130138.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130142.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130145.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130151.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130156.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130206.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130217.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130220.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130222.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130226.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130229.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130233.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130238.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130242.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130250.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130254.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130256.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130300.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130350.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130352.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130408.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130410.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130414.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130417.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130423.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130425.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130427.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130430.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130433.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130449.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130455.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130516.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130522.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130525.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130528.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130544.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130546.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130550.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130552.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130555.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130604.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130618.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130619.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130621.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130628.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130630.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130639.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130640.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130643.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130646.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130648.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130702.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130706.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130711.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130715.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130717.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130729.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130731.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130734.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130737.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
archive/raw_unprocessed/Rice___Healthy/IMG_20190424_130741.jpg,archive_candidate,external_artifact,historical_but_keep,low,archive/,"Historical backups, raw zips, and early colab scripts."
