image_id,original_path,crop,class_label,source,phash,group_id,family_size
brown_spot_train_00627,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00627.jpg,rice,brown_spot,RiceDisease_Unknown,ea828e7a95c3c475,rice__brown_spot__grp_00458,2
brown_spot_train_00628,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00628.jpg,rice,brown_spot,RiceDisease_Unknown,ff1c84d88d47e825,rice__brown_spot__grp_00345,2
brown_spot_train_00629,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00629.jpg,rice,brown_spot,RiceDisease_Unknown,fad5ec40414ae5ea,rice__brown_spot__grp_00325,2
brown_spot_train_00630,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00630.jpg,rice,brown_spot,RiceDisease_Unknown,d0f5fbaa02050f2f,rice__brown_spot__grp_00406,2
brown_spot_train_00631,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00631.jpg,rice,brown_spot,RiceDisease_Unknown,fbf2d2a48c4a9a13,rice__brown_spot__grp_00431,2
brown_spot_train_00632,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00632.jpg,rice,brown_spot,RiceDisease_Unknown,aa2aea3f85d09c96,rice__brown_spot__grp_00459,2
brown_spot_train_00633,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00633.jpg,rice,brown_spot,RiceDisease_Unknown,e44daa72ab6a8355,rice__brown_spot__grp_00159,2
brown_spot_train_00634,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00634.jpg,rice,brown_spot,RiceDisease_Unknown,e44904366e77bb1a,rice__brown_spot__grp_00460,2
brown_spot_train_00635,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00635.jpg,rice,brown_spot,RiceDisease_Unknown,c299325b7548cd9d,rice__brown_spot__grp_00075,2
brown_spot_train_00636,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00636.jpg,rice,brown_spot,RiceDisease_Unknown,fb0f8545e010977d,rice__brown_spot__grp_00182,2
brown_spot_train_00637,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00637.jpg,rice,brown_spot,RiceDisease_Unknown,b9172877642f2c59,rice__brown_spot__grp_00461,1
brown_spot_train_00638,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00638.jpg,rice,brown_spot,RiceDisease_Unknown,afe8998ee0bb8862,rice__brown_spot__grp_00462,2
brown_spot_train_00639,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00639.jpg,rice,brown_spot,RiceDisease_Unknown,aaac95d91e4aaccc,rice__brown_spot__grp_00463,2
brown_spot_train_00640,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00640.jpg,rice,brown_spot,RiceDisease_Unknown,ab3d97c1bae03099,rice__brown_spot__grp_00063,2
brown_spot_train_00641,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00641.jpg,rice,brown_spot,RiceDisease_Unknown,aa6ad52956a552ae,rice__brown_spot__grp_00464,2
brown_spot_train_00642,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00642.jpg,rice,brown_spot,RiceDisease_Unknown,e8de858b3039c7c6,rice__brown_spot__grp_00465,2
brown_spot_train_00643,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00643.jpg,rice,brown_spot,RiceDisease_Unknown,fa11d01c8ee6e33c,rice__brown_spot__grp_00466,2
brown_spot_train_00644,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00644.jpg,rice,brown_spot,RiceDisease_Unknown,aa1d8433bed8d2b2,rice__brown_spot__grp_00467,2
brown_spot_train_00645,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00645.jpg,rice,brown_spot,RiceDisease_Unknown,e8409b3e9c35fca2,rice__brown_spot__grp_00435,2
brown_spot_train_00646,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00646.jpg,rice,brown_spot,RiceDisease_Unknown,afdbf0e8d2e4c140,rice__brown_spot__grp_00468,2
brown_spot_train_00647,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00647.jpg,rice,brown_spot,RiceDisease_Unknown,85994dd145a3b8de,rice__brown_spot__grp_00373,2
brown_spot_train_00648,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00648.jpg,rice,brown_spot,RiceDisease_Unknown,aaab944ae5f2e846,rice__brown_spot__grp_00195,2
brown_spot_train_00649,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00649.jpg,rice,brown_spot,RiceDisease_Unknown,fea4b09f86aa81b1,rice__brown_spot__grp_00149,2
brown_spot_train_00650,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00650.jpg,rice,brown_spot,RiceDisease_Unknown,bd74d0216593d36c,rice__brown_spot__grp_00469,2
brown_spot_train_00651,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00651.jpg,rice,brown_spot,RiceDisease_Unknown,90cc279cf2bbd851,rice__brown_spot__grp_00470,2
brown_spot_train_00652,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00652.jpg,rice,brown_spot,RiceDisease_Unknown,f0e071e033473b67,rice__brown_spot__grp_00471,2
brown_spot_train_00653,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00653.jpg,rice,brown_spot,RiceDisease_Unknown,f52a83b1bc4e93c1,rice__brown_spot__grp_00262,2
brown_spot_train_00654,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00654.jpg,rice,brown_spot,RiceDisease_Unknown,e821957532c6e739,rice__brown_spot__grp_00472,2
brown_spot_train_00655,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00655.jpg,rice,brown_spot,RiceDisease_Unknown,aa5bf481e208f70f,rice__brown_spot__grp_00438,2
brown_spot_train_00656,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00656.jpg,rice,brown_spot,RiceDisease_Unknown,92b5a1cff881aa55,rice__brown_spot__grp_00346,2
brown_spot_train_00657,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00657.jpg,rice,brown_spot,RiceDisease_Unknown,d5ca2b2d7e047626,rice__brown_spot__grp_00342,2
brown_spot_train_00658,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00658.jpg,rice,brown_spot,RiceDisease_Unknown,abde9c9111828eeb,rice__brown_spot__grp_00473,2
brown_spot_train_00659,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00659.jpg,rice,brown_spot,RiceDisease_Unknown,fa82ddc3d28ac1cc,rice__brown_spot__grp_00003,2
brown_spot_train_00660,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00660.jpg,rice,brown_spot,RiceDisease_Unknown,ba4a9b70877c803f,rice__brown_spot__grp_00474,2
brown_spot_train_00661,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00661.jpg,rice,brown_spot,RiceDisease_Unknown,f03f807f84789e62,rice__brown_spot__grp_00084,2
brown_spot_train_00662,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00662.jpg,rice,brown_spot,RiceDisease_Unknown,ecbd75cc318518b2,rice__brown_spot__grp_00475,1
brown_spot_train_00663,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00663.jpg,rice,brown_spot,RiceDisease_Unknown,ef37d43690709e06,rice__brown_spot__grp_00476,2
brown_spot_train_00664,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00664.jpg,rice,brown_spot,RiceDisease_Unknown,ffe03fc03fc03288,rice__brown_spot__grp_00477,2
brown_spot_train_00665,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00665.jpg,rice,brown_spot,RiceDisease_Unknown,a26bd7b0cf91832c,rice__brown_spot__grp_00478,2
brown_spot_train_00666,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00666.jpg,rice,brown_spot,RiceDisease_Unknown,fa0da45f522a8d55,rice__brown_spot__grp_00263,2
brown_spot_train_00667,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00667.jpg,rice,brown_spot,RiceDisease_Unknown,c58080ffff75d050,rice__brown_spot__grp_00479,2
brown_spot_train_00668,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00668.jpg,rice,brown_spot,RiceDisease_Unknown,bfccb2997690b888,rice__brown_spot__grp_00480,1
brown_spot_train_00669,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00669.jpg,rice,brown_spot,RiceDisease_Unknown,fdf3f0828d08aad4,rice__brown_spot__grp_00481,2
brown_spot_train_00670,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00670.jpg,rice,brown_spot,RiceDisease_Unknown,aaddf992cca0f0d0,rice__brown_spot__grp_00482,2
brown_spot_train_00671,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00671.jpg,rice,brown_spot,RiceDisease_Unknown,be60c017cd99d297,rice__brown_spot__grp_00126,2
brown_spot_train_00672,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00672.jpg,rice,brown_spot,RiceDisease_Unknown,ba4a9b70877c803f,rice__brown_spot__grp_00474,2
brown_spot_train_00673,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00673.jpg,rice,brown_spot,RiceDisease_Unknown,a696db3981360e73,rice__brown_spot__grp_00051,2
brown_spot_train_00674,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00674.jpg,rice,brown_spot,RiceDisease_Unknown,e84eda373139ce44,rice__brown_spot__grp_00483,2
brown_spot_train_00675,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00675.jpg,rice,brown_spot,RiceDisease_Unknown,a54a244a66ad6ecf,rice__brown_spot__grp_00147,2
brown_spot_train_00676,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00676.jpg,rice,brown_spot,RiceDisease_Unknown,809f7e782b512373,rice__brown_spot__grp_00484,2
brown_spot_train_00677,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00677.jpg,rice,brown_spot,RiceDisease_Unknown,87333cb32dd0565a,rice__brown_spot__grp_00009,2
brown_spot_train_00678,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00678.jpg,rice,brown_spot,RiceDisease_Unknown,bf9fa09e81d0d298,rice__brown_spot__grp_00485,2
brown_spot_train_00679,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00679.jpg,rice,brown_spot,RiceDisease_Unknown,ff8c913298aa946d,rice__brown_spot__grp_00115,2
brown_spot_train_00680,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00680.jpg,rice,brown_spot,RiceDisease_Unknown,aea5d0ef95aac0c2,rice__brown_spot__grp_00206,2
brown_spot_train_00681,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00681.jpg,rice,brown_spot,RiceDisease_Unknown,bb18dc0d949fe506,rice__brown_spot__grp_00400,2
brown_spot_train_00682,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00682.jpg,rice,brown_spot,RiceDisease_Unknown,e05fbf60862af438,rice__brown_spot__grp_00053,2
brown_spot_train_00683,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00683.jpg,rice,brown_spot,RiceDisease_Unknown,fc400fbec8da8c4e,rice__brown_spot__grp_00486,2
brown_spot_train_00684,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00684.jpg,rice,brown_spot,RiceDisease_Unknown,aaba99953495d8ca,rice__brown_spot__grp_00404,2
brown_spot_train_00685,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00685.jpg,rice,brown_spot,RiceDisease_Unknown,917e072ffc00f855,rice__brown_spot__grp_00401,2
brown_spot_train_00686,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00686.jpg,rice,brown_spot,RiceDisease_Unknown,ef46c58acc5acc98,rice__brown_spot__grp_00427,2
brown_spot_train_00687,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00687.jpg,rice,brown_spot,RiceDisease_Unknown,80e6be2ea7a154ba,rice__brown_spot__grp_00487,1
brown_spot_train_00688,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00688.jpg,rice,brown_spot,RiceDisease_Unknown,ea43872edc1dda28,rice__brown_spot__grp_00419,2
brown_spot_train_00689,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00689.jpg,rice,brown_spot,RiceDisease_Unknown,bd74d0216593d26d,rice__brown_spot__grp_00469,2
brown_spot_train_00690,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00690.jpg,rice,brown_spot,RiceDisease_Unknown,a8a6a597d851ef81,rice__brown_spot__grp_00488,2
brown_spot_train_00691,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00691.jpg,rice,brown_spot,RiceDisease_Unknown,817d8e7e025d550f,rice__brown_spot__grp_00489,2
brown_spot_train_00692,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00692.jpg,rice,brown_spot,RiceDisease_Unknown,8000fa05aa55feff,rice__brown_spot__grp_00490,2
brown_spot_train_00693,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00693.jpg,rice,brown_spot,RiceDisease_Unknown,b7e688a2aa6685f1,rice__brown_spot__grp_00491,2
brown_spot_train_00694,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00694.jpg,rice,brown_spot,RiceDisease_Unknown,b5e5ce9a499492e8,rice__brown_spot__grp_00382,2
brown_spot_train_00695,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00695.jpg,rice,brown_spot,RiceDisease_Unknown,818107d0fcfff8a2,rice__brown_spot__grp_00370,2
brown_spot_train_00696,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00696.jpg,rice,brown_spot,RiceDisease_Unknown,a516e421e6ede075,rice__brown_spot__grp_00492,2
brown_spot_train_00697,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00697.jpg,rice,brown_spot,RiceDisease_Unknown,d996b4a52e27ad22,rice__brown_spot__grp_00493,2
brown_spot_train_00698,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00698.jpg,rice,brown_spot,RiceDisease_Unknown,dfe10f610fd2251a,rice__brown_spot__grp_00494,2
brown_spot_train_00699,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00699.jpg,rice,brown_spot,RiceDisease_Unknown,ea4495afea54a946,rice__brown_spot__grp_00495,2
brown_spot_train_00700,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00700.jpg,rice,brown_spot,RiceDisease_Unknown,a9155a699d8dd11b,rice__brown_spot__grp_00496,2
brown_spot_train_00701,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00701.jpg,rice,brown_spot,RiceDisease_Unknown,aaa4d47e82f3d3c0,rice__brown_spot__grp_00100,2
brown_spot_train_00702,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00702.jpg,rice,brown_spot,RiceDisease_Unknown,e8be9bc09cc0dc59,rice__brown_spot__grp_00497,2
brown_spot_train_00703,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00703.jpg,rice,brown_spot,RiceDisease_Unknown,aa7ae0b8e2dce4c8,rice__brown_spot__grp_00498,2
brown_spot_train_00704,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00704.jpg,rice,brown_spot,RiceDisease_Unknown,ba59f0208bd67566,rice__brown_spot__grp_00045,2
brown_spot_train_00705,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00705.jpg,rice,brown_spot,RiceDisease_Unknown,955eea6cd2ca92c2,rice__brown_spot__grp_00499,2
brown_spot_train_00706,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00706.jpg,rice,brown_spot,RiceDisease_Unknown,828180177fafd5b9,rice__brown_spot__grp_00500,2
brown_spot_train_00707,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00707.jpg,rice,brown_spot,RiceDisease_Unknown,ff3bd42894d89458,rice__brown_spot__grp_00501,2
brown_spot_train_00708,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00708.jpg,rice,brown_spot,RiceDisease_Unknown,aa7ae4b8e2dce0c8,rice__brown_spot__grp_00498,2
brown_spot_train_00709,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00709.jpg,rice,brown_spot,RiceDisease_Unknown,d5b8f3e4850f78a0,rice__brown_spot__grp_00502,2
brown_spot_train_00710,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00710.jpg,rice,brown_spot,RiceDisease_Unknown,cd5f9ed37018c0cc,rice__brown_spot__grp_00253,2
brown_spot_train_00711,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00711.jpg,rice,brown_spot,RiceDisease_Unknown,fb3c945ccc62b066,rice__brown_spot__grp_00375,2
brown_spot_train_00712,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00712.jpg,rice,brown_spot,RiceDisease_Unknown,98f79788a3eb8452,rice__brown_spot__grp_00503,2
brown_spot_train_00713,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00713.jpg,rice,brown_spot,RiceDisease_Unknown,a7b492da4e2be115,rice__brown_spot__grp_00194,2
brown_spot_train_00714,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00714.jpg,rice,brown_spot,RiceDisease_Unknown,951c3df874c1465b,rice__brown_spot__grp_00504,2
brown_spot_train_00715,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00715.jpg,rice,brown_spot,RiceDisease_Unknown,d4d7db5456f50805,rice__brown_spot__grp_00064,2
brown_spot_train_00716,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00716.jpg,rice,brown_spot,RiceDisease_Unknown,af803035750d7f65,rice__brown_spot__grp_00505,2
brown_spot_train_00717,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00717.jpg,rice,brown_spot,RiceDisease_Unknown,eb219d6e913cae14,rice__brown_spot__grp_00235,2
brown_spot_train_00718,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00718.jpg,rice,brown_spot,RiceDisease_Unknown,eac5abfea0c588d0,rice__brown_spot__grp_00347,2
brown_spot_train_00719,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00719.jpg,rice,brown_spot,RiceDisease_Unknown,96347dd302a1e5f1,rice__brown_spot__grp_00277,2
brown_spot_train_00720,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00720.jpg,rice,brown_spot,RiceDisease_Unknown,bb3bc2158869e11f,rice__brown_spot__grp_00157,2
brown_spot_train_00721,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00721.jpg,rice,brown_spot,RiceDisease_Unknown,ba9683d0daed8685,rice__brown_spot__grp_00162,2
brown_spot_train_00722,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00722.jpg,rice,brown_spot,RiceDisease_Unknown,bd1b8f62646c9b11,rice__brown_spot__grp_00371,2
brown_spot_train_00723,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00723.jpg,rice,brown_spot,RiceDisease_Unknown,e33c634e19da7183,rice__brown_spot__grp_00445,2
brown_spot_train_00724,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00724.jpg,rice,brown_spot,RiceDisease_Unknown,a21c9cc3e6ac72e3,rice__brown_spot__grp_00506,2
brown_spot_train_00725,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00725.jpg,rice,brown_spot,RiceDisease_Unknown,f910e4b39d52d81e,rice__brown_spot__grp_00507,2
brown_spot_train_00726,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00726.jpg,rice,brown_spot,RiceDisease_Unknown,a725e26908d9cd7a,rice__brown_spot__grp_00156,2
brown_spot_train_00727,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00727.jpg,rice,brown_spot,RiceDisease_Unknown,be68d1344929ab6e,rice__brown_spot__grp_00508,2
brown_spot_train_00728,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00728.jpg,rice,brown_spot,RiceDisease_Unknown,ea7d8e859538e682,rice__brown_spot__grp_00376,2
brown_spot_train_00729,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00729.jpg,rice,brown_spot,RiceDisease_Unknown,8045d7fffac0e8c0,rice__brown_spot__grp_00072,2
brown_spot_train_00730,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00730.jpg,rice,brown_spot,RiceDisease_Unknown,bd0f251e67310e63,rice__brown_spot__grp_00509,2
brown_spot_train_00731,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00731.jpg,rice,brown_spot,RiceDisease_Unknown,b868d937cf22885b,rice__brown_spot__grp_00510,2
brown_spot_train_00732,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00732.jpg,rice,brown_spot,RiceDisease_Unknown,be68d1344929ab6e,rice__brown_spot__grp_00508,2
brown_spot_train_00733,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00733.jpg,rice,brown_spot,RiceDisease_Unknown,f94d731d46632453,rice__brown_spot__grp_00278,2
brown_spot_train_00734,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00734.jpg,rice,brown_spot,RiceDisease_Unknown,bf60c356c555c447,rice__brown_spot__grp_00511,2
brown_spot_train_00735,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00735.jpg,rice,brown_spot,RiceDisease_Unknown,ab1dd1798d678924,rice__brown_spot__grp_00301,2
brown_spot_train_00736,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00736.jpg,rice,brown_spot,RiceDisease_Unknown,abe2d1878c9888df,rice__brown_spot__grp_00200,2
brown_spot_train_00737,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00737.jpg,rice,brown_spot,RiceDisease_Unknown,ff2e84b4949f5212,rice__brown_spot__grp_00189,2
brown_spot_train_00738,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00738.jpg,rice,brown_spot,RiceDisease_Unknown,ff8aaa86a8eaa388,rice__brown_spot__grp_00512,2
brown_spot_train_00739,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00739.jpg,rice,brown_spot,RiceDisease_Unknown,d739065363a905fc,rice__brown_spot__grp_00513,2
brown_spot_train_00740,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00740.jpg,rice,brown_spot,RiceDisease_Unknown,aacaf4cbd0808eed,rice__brown_spot__grp_00514,2
brown_spot_train_00741,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00741.jpg,rice,brown_spot,RiceDisease_Unknown,ea3d96239110d1fb,rice__brown_spot__grp_00515,2
brown_spot_train_00742,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00742.jpg,rice,brown_spot,RiceDisease_Unknown,95706e203d753e1b,rice__brown_spot__grp_00516,2
brown_spot_train_00743,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00743.jpg,rice,brown_spot,RiceDisease_Unknown,ff8aaa86a8eaa388,rice__brown_spot__grp_00512,2
brown_spot_train_00744,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00744.jpg,rice,brown_spot,RiceDisease_Unknown,c1b56d532642762f,rice__brown_spot__grp_00517,2
brown_spot_train_00745,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00745.jpg,rice,brown_spot,RiceDisease_Unknown,a0565056757739c7,rice__brown_spot__grp_00226,2
brown_spot_train_00746,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00746.jpg,rice,brown_spot,RiceDisease_Unknown,fd1dc452ca2afa21,rice__brown_spot__grp_00518,2
brown_spot_train_00747,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00747.jpg,rice,brown_spot,RiceDisease_Unknown,aa11f501f89f89d9,rice__brown_spot__grp_00519,2
brown_spot_train_00748,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00748.jpg,rice,brown_spot,RiceDisease_Unknown,bf9fc3a9c4aa8430,rice__brown_spot__grp_00033,2
brown_spot_train_00749,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00749.jpg,rice,brown_spot,RiceDisease_Unknown,900af3c3eef027e4,rice__brown_spot__grp_00520,2
brown_spot_train_00750,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00750.jpg,rice,brown_spot,RiceDisease_Unknown,ffc0838b031f0f0f,rice__brown_spot__grp_00521,2
brown_spot_train_00751,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00751.jpg,rice,brown_spot,RiceDisease_Unknown,ab956b962d4b2649,rice__brown_spot__grp_00522,2
brown_spot_train_00752,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00752.jpg,rice,brown_spot,RiceDisease_Unknown,aad78d26c5ce8919,rice__brown_spot__grp_00523,2
brown_spot_train_00753,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00753.jpg,rice,brown_spot,RiceDisease_Unknown,bdeace90c995ab08,rice__brown_spot__grp_00524,2
brown_spot_train_00754,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00754.jpg,rice,brown_spot,RiceDisease_Unknown,98f79788a3eb8452,rice__brown_spot__grp_00503,2
brown_spot_train_00755,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00755.jpg,rice,brown_spot,RiceDisease_Unknown,b5f5eacad380a192,rice__brown_spot__grp_00525,2
brown_spot_train_00756,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00756.jpg,rice,brown_spot,RiceDisease_Unknown,c58080ffff75d050,rice__brown_spot__grp_00479,2
brown_spot_train_00757,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00757.jpg,rice,brown_spot,RiceDisease_Unknown,d0ce188410fefdab,rice__brown_spot__grp_00058,2
brown_spot_train_00758,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00758.jpg,rice,brown_spot,RiceDisease_Unknown,ac71963fe210e5d1,rice__brown_spot__grp_00007,2
brown_spot_train_00759,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00759.jpg,rice,brown_spot,RiceDisease_Unknown,bf9fa09e81d0d298,rice__brown_spot__grp_00485,2
brown_spot_train_00760,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00760.jpg,rice,brown_spot,RiceDisease_Unknown,c000dd3b323dfd6c,rice__brown_spot__grp_00526,2
brown_spot_train_00761,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00761.jpg,rice,brown_spot,RiceDisease_Unknown,a899b319c8f88db5,rice__brown_spot__grp_00527,2
brown_spot_train_00762,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00762.jpg,rice,brown_spot,RiceDisease_Unknown,a84891079f7faf60,rice__brown_spot__grp_00338,2
brown_spot_train_00763,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00763.jpg,rice,brown_spot,RiceDisease_Unknown,c361298657fdb0ac,rice__brown_spot__grp_00025,2
brown_spot_train_00764,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00764.jpg,rice,brown_spot,RiceDisease_Unknown,f0e071e033473b67,rice__brown_spot__grp_00471,2
brown_spot_train_00765,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00765.jpg,rice,brown_spot,RiceDisease_Unknown,bde08f8d64909be4,rice__brown_spot__grp_00065,2
brown_spot_train_00766,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00766.jpg,rice,brown_spot,RiceDisease_Unknown,d48aaaaaffeaaa00,rice__brown_spot__grp_00451,2
brown_spot_train_00767,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00767.jpg,rice,brown_spot,RiceDisease_Unknown,babf91989a89c98c,rice__brown_spot__grp_00528,2
brown_spot_train_00768,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00768.jpg,rice,brown_spot,RiceDisease_Unknown,ef03a1fbb102f14c,rice__brown_spot__grp_00529,2
brown_spot_train_00769,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00769.jpg,rice,brown_spot,RiceDisease_Unknown,ae8aa6a3b2d591aa,rice__brown_spot__grp_00420,2
brown_spot_train_00770,finaldataset\rice_dataset\train\brown_spot\brown_spot_train_00770.jpg,rice,brown_spot,RiceDisease_Unknown,ff10d0789b4a4b2b,rice__brown_spot__grp_00284,2
