width,height,aspect_ratio,file_size_kb,mean_r,mean_g,mean_b,brightness,contrast,sharpness,bg_luminance,class_label,source,filename
224,224,1.0,10.3,138.98,164.06,102.31,149.52,26.2,8.22,165.38,brown_spot,RiceDisease_Unknown,brown_spot_train_00839
224,224,1.0,12.2,120.65,151.08,72.97,133.08,19.58,42.25,145.41,brown_spot,RiceDisease_Unknown,brown_spot_train_00424
224,224,1.0,10.4,106.65,140.79,63.9,121.82,14.58,7.32,126.01,brown_spot,RiceDisease_Unknown,brown_spot_train_00381
224,224,1.0,22.1,109.91,165.05,22.96,132.37,40.99,222.6,168.58,brown_spot,RiceDisease_Unknown,brown_spot_train_00610
224,224,1.0,20.4,120.25,143.24,34.23,123.94,43.73,693.67,125.74,brown_spot,RiceDisease_Unknown,brown_spot_train_00677
224,224,1.0,16.5,118.03,152.75,89.84,135.2,19.7,129.59,161.55,brown_spot,RiceDisease_Unknown,brown_spot_train_00345
224,224,1.0,15.6,134.62,186.88,28.19,153.16,42.38,99.11,163.96,brown_spot,RiceDisease_Unknown,brown_spot_train_00110
224,224,1.0,11.0,106.99,146.0,48.89,123.26,19.97,15.94,138.75,brown_spot,RiceDisease_Unknown,brown_spot_train_00278
224,224,1.0,18.4,104.97,133.67,74.34,118.33,26.75,179.46,149.23,brown_spot,RiceDisease_Unknown,brown_spot_train_00678
224,224,1.0,22.3,124.2,147.18,29.3,126.87,46.24,431.79,103.82,brown_spot,RiceDisease_Unknown,brown_spot_train_00571
224,224,1.0,13.0,84.26,119.08,75.05,103.65,29.36,36.51,134.59,brown_spot,RiceDisease_Unknown,brown_spot_train_00359
224,224,1.0,11.2,106.95,145.98,48.91,123.24,20.0,14.91,138.77,brown_spot,RiceDisease_Unknown,brown_spot_train_00599
224,224,1.0,18.5,83.07,103.43,57.83,92.15,56.3,383.85,51.04,brown_spot,RiceDisease_Unknown,brown_spot_train_00391
224,224,1.0,11.1,104.72,157.41,70.05,131.69,21.41,7.97,156.88,brown_spot,RiceDisease_Unknown,brown_spot_val_00054
224,224,1.0,14.6,126.14,164.96,81.58,143.85,29.49,48.81,163.5,brown_spot,RiceDisease_Unknown,brown_spot_train_00693
224,224,1.0,15.5,116.27,158.88,94.44,138.79,22.86,37.17,168.8,brown_spot,RiceDisease_Unknown,brown_spot_train_00728
224,224,1.0,17.3,112.41,159.47,72.95,135.54,29.25,79.23,166.86,brown_spot,RiceDisease_Unknown,brown_spot_train_00363
224,224,1.0,14.5,104.45,144.49,79.15,125.07,34.97,42.56,131.0,brown_spot,RiceDisease_Unknown,brown_spot_train_00597
224,224,1.0,11.2,113.65,162.93,67.2,137.28,31.27,16.71,163.62,brown_spot,RiceDisease_Unknown,brown_spot_train_00428
224,224,1.0,14.8,136.0,166.54,122.69,152.41,41.51,41.1,181.87,brown_spot,RiceDisease_Unknown,brown_spot_train_00071
224,224,1.0,18.1,105.45,144.47,76.26,125.03,30.84,81.65,149.06,brown_spot,RiceDisease_Unknown,brown_spot_train_00322
224,224,1.0,20.0,126.99,148.52,85.81,134.93,27.53,232.26,143.6,brown_spot,RiceDisease_Unknown,brown_spot_train_00653
224,224,1.0,18.4,83.04,103.37,57.94,92.11,56.28,385.71,51.12,brown_spot,RiceDisease_Unknown,brown_spot_test_00046
224,224,1.0,15.8,134.51,186.9,28.15,153.14,42.42,100.29,163.8,brown_spot,RiceDisease_Unknown,brown_spot_train_00108
224,224,1.0,11.9,112.98,160.81,94.76,138.98,28.62,13.64,169.7,brown_spot,RiceDisease_Unknown,brown_spot_test_00089
224,224,1.0,10.3,106.82,140.76,63.83,121.84,14.59,6.84,126.3,brown_spot,RiceDisease_Unknown,brown_spot_train_00356
224,224,1.0,15.8,112.08,149.2,99.92,132.48,32.0,102.74,164.24,brown_spot,RiceDisease_Unknown,brown_spot_val_00111
224,224,1.0,11.1,113.74,162.9,67.22,137.29,31.25,15.57,163.57,brown_spot,RiceDisease_Unknown,brown_spot_train_00343
224,224,1.0,10.0,135.54,181.66,83.12,156.64,27.2,3.01,185.81,brown_spot,RiceDisease_Unknown,brown_spot_train_00355
224,224,1.0,18.7,83.06,103.41,57.86,92.13,56.3,388.84,50.89,brown_spot,RiceDisease_Unknown,brown_spot_train_00024
224,224,1.0,11.6,118.66,159.95,80.83,138.58,20.06,34.62,163.56,brown_spot,RiceDisease_Unknown,brown_spot_train_00044
224,224,1.0,14.4,100.57,130.52,40.84,111.34,25.95,44.67,80.96,brown_spot,RiceDisease_Unknown,brown_spot_train_00244
224,224,1.0,12.1,88.09,128.45,57.99,108.35,28.87,12.29,130.85,brown_spot,RiceDisease_Unknown,brown_spot_train_00738
224,224,1.0,10.7,126.52,164.34,90.11,144.57,22.41,8.46,163.05,brown_spot,RiceDisease_Unknown,brown_spot_test_00116
224,224,1.0,15.3,93.59,131.45,89.71,115.37,28.92,54.59,99.1,brown_spot,RiceDisease_Unknown,brown_spot_train_00368
224,224,1.0,12.1,120.7,151.05,72.94,133.07,19.62,41.97,145.36,brown_spot,RiceDisease_Unknown,brown_spot_train_00164
224,224,1.0,16.3,117.94,148.42,80.6,131.58,20.92,154.1,146.78,brown_spot,RiceDisease_Unknown,brown_spot_test_00096
224,224,1.0,12.5,108.29,147.02,66.33,126.25,22.89,41.02,130.56,brown_spot,RiceDisease_Unknown,brown_spot_train_00333
224,224,1.0,14.8,122.18,160.31,82.5,140.04,26.51,71.32,168.39,brown_spot,RiceDisease_Unknown,brown_spot_val_00149
224,224,1.0,17.1,117.68,161.89,89.96,140.47,30.3,104.16,162.29,brown_spot,RiceDisease_Unknown,brown_spot_test_00153
224,224,1.0,9.9,135.54,181.62,83.14,156.61,27.19,2.89,185.65,brown_spot,RiceDisease_Unknown,brown_spot_val_00162
224,224,1.0,13.7,127.46,154.44,80.46,137.94,27.74,46.34,155.32,brown_spot,RiceDisease_Unknown,brown_spot_train_00378
224,224,1.0,12.4,130.8,163.92,95.75,146.24,30.69,11.4,146.17,brown_spot,RiceDisease_Unknown,brown_spot_train_00310
224,224,1.0,9.8,91.95,124.05,57.77,106.9,13.56,9.89,119.58,brown_spot,RiceDisease_Unknown,brown_spot_train_00156
224,224,1.0,25.9,105.78,128.05,64.06,114.1,54.18,594.91,127.45,brown_spot,RiceDisease_Unknown,brown_spot_train_00211
224,224,1.0,12.1,88.13,128.4,58.01,108.33,28.84,13.21,130.69,brown_spot,RiceDisease_Unknown,brown_spot_train_00087
224,224,1.0,20.6,106.92,157.29,18.65,126.43,46.48,157.07,141.53,brown_spot,RiceDisease_Unknown,brown_spot_train_00169
224,224,1.0,12.8,124.08,163.8,70.64,141.3,34.91,31.53,127.15,brown_spot,RiceDisease_Unknown,brown_spot_val_00155
224,224,1.0,11.2,135.91,177.34,123.64,158.83,33.31,12.08,181.02,brown_spot,RiceDisease_Unknown,brown_spot_train_00052
224,224,1.0,19.7,126.95,148.54,85.89,134.94,27.47,226.27,143.8,brown_spot,RiceDisease_Unknown,brown_spot_train_00439
224,224,1.0,14.8,135.94,166.54,122.64,152.39,41.5,41.62,181.82,brown_spot,RiceDisease_Unknown,brown_spot_train_00550
224,224,1.0,11.1,106.94,146.03,48.85,123.26,19.92,16.11,138.6,brown_spot,RiceDisease_Unknown,brown_spot_train_00491
224,224,1.0,18.0,108.25,151.99,82.97,131.05,21.85,92.16,152.95,brown_spot,RiceDisease_Unknown,brown_spot_train_00426
224,224,1.0,18.7,124.67,155.48,104.0,140.4,39.56,166.15,145.54,brown_spot,RiceDisease_Unknown,brown_spot_train_00136
224,224,1.0,15.8,134.49,186.94,28.07,153.14,42.4,100.32,163.92,brown_spot,RiceDisease_Unknown,brown_spot_test_00172
224,224,1.0,10.7,122.86,150.29,74.24,133.42,23.85,12.12,156.25,brown_spot,RiceDisease_Unknown,brown_spot_train_00055
224,224,1.0,22.3,124.12,147.23,29.09,126.85,46.25,437.12,103.89,brown_spot,RiceDisease_Unknown,brown_spot_train_00079
224,224,1.0,12.7,124.11,163.81,70.52,141.3,34.89,30.26,126.93,brown_spot,RiceDisease_Unknown,brown_spot_train_00431
224,224,1.0,15.7,112.11,149.2,99.84,132.49,32.0,105.8,164.25,brown_spot,RiceDisease_Unknown,brown_spot_train_00185
224,224,1.0,12.8,73.88,138.19,58.98,109.93,21.69,26.36,110.5,brown_spot,RiceDisease_Unknown,brown_spot_train_00057
224,224,1.0,14.7,108.17,151.08,66.88,128.65,21.73,58.62,155.45,brown_spot,RiceDisease_Unknown,brown_spot_val_00103
224,224,1.0,13.7,127.45,154.48,80.4,137.95,27.73,49.92,155.29,brown_spot,RiceDisease_Unknown,brown_spot_val_00011
224,224,1.0,12.0,88.2,128.4,58.06,108.36,28.85,12.82,130.77,brown_spot,RiceDisease_Unknown,brown_spot_test_00144
224,224,1.0,13.2,141.26,179.1,124.02,161.51,38.76,13.82,179.18,brown_spot,RiceDisease_Unknown,brown_spot_train_00219
224,224,1.0,17.9,164.46,168.05,87.68,157.81,34.15,76.6,147.8,brown_spot,RiceDisease_Unknown,brown_spot_val_00005
224,224,1.0,22.0,109.92,165.04,23.35,132.41,40.93,222.88,168.55,brown_spot,RiceDisease_Unknown,brown_spot_train_00114
224,224,1.0,13.9,113.96,154.47,82.91,134.2,23.4,33.96,176.76,brown_spot,RiceDisease_Unknown,brown_spot_train_00549
224,224,1.0,15.5,93.71,146.92,21.34,116.69,44.04,50.24,105.79,brown_spot,RiceDisease_Unknown,brown_spot_val_00179
224,224,1.0,14.5,100.51,130.53,40.98,111.34,25.97,44.48,81.22,brown_spot,RiceDisease_Unknown,brown_spot_test_00053
224,224,1.0,18.1,105.46,144.52,76.22,125.05,30.85,82.2,149.18,brown_spot,RiceDisease_Unknown,brown_spot_train_00175
224,224,1.0,13.1,124.65,156.65,48.96,134.81,14.43,29.35,149.09,brown_spot,RiceDisease_Unknown,brown_spot_test_00003
224,224,1.0,16.2,116.51,151.9,86.05,133.81,22.39,121.42,139.15,brown_spot,RiceDisease_Unknown,brown_spot_train_00616
224,224,1.0,14.2,113.15,158.1,81.66,135.94,35.23,41.91,156.24,brown_spot,RiceDisease_Unknown,brown_spot_train_00514
224,224,1.0,14.6,97.66,156.29,51.88,126.86,18.13,32.4,109.56,brown_spot,RiceDisease_Unknown,brown_spot_train_00462
224,224,1.0,18.7,116.41,152.67,54.64,130.65,21.0,130.64,131.09,brown_spot,RiceDisease_Unknown,brown_spot_train_00287
224,224,1.0,15.7,102.43,134.27,100.18,120.86,29.82,58.24,80.68,brown_spot,RiceDisease_Unknown,brown_spot_train_00382
224,224,1.0,13.5,97.38,149.32,62.58,123.9,17.18,28.46,140.29,brown_spot,RiceDisease_Unknown,brown_spot_val_00168
224,224,1.0,18.7,124.53,155.56,103.9,140.4,39.59,166.02,145.32,brown_spot,RiceDisease_Unknown,brown_spot_train_00671
224,224,1.0,15.0,124.7,143.12,75.22,129.87,35.79,44.98,110.21,brown_spot,RiceDisease_Unknown,brown_spot_train_00535
224,224,1.0,14.4,97.7,156.26,51.98,126.86,18.15,31.1,109.54,brown_spot,RiceDisease_Unknown,brown_spot_val_00070
224,224,1.0,13.9,113.96,154.46,82.87,134.19,23.4,33.18,176.68,brown_spot,RiceDisease_Unknown,brown_spot_train_00293
224,224,1.0,12.8,114.84,147.63,96.52,132.0,34.64,28.95,146.18,brown_spot,RiceDisease_Unknown,brown_spot_train_00124
256,256,1.0,5.3,206.01,207.88,207.3,207.26,47.14,110.34,200.92,healthy,RiceHealthyField_20190419,IMG_20190424_132426
256,256,1.0,5.0,207.73,210.04,205.66,208.85,62.46,45.68,241.13,healthy,RiceHealthyField_20190419,IMG_20190419_174107
256,256,1.0,4.7,208.06,209.29,213.85,209.45,36.71,86.03,202.97,healthy,RiceHealthyField_20190419,IMG_20190419_144401
256,256,1.0,4.9,194.58,196.83,196.72,196.14,52.03,68.91,224.1,healthy,RiceHealthyField_20190419,IMG_20190419_162143
256,256,1.0,5.2,191.08,192.99,189.46,192.02,50.91,68.76,204.34,healthy,RiceHealthyField_20190419,IMG_20190419_144058
256,256,1.0,4.9,215.14,217.4,218.06,216.8,48.81,75.3,239.6,healthy,RiceHealthyField_20190419,IMG_20190424_130801
256,256,1.0,4.5,232.27,233.0,229.83,232.42,43.91,47.74,247.22,healthy,RiceHealthyField_20190419,IMG_20190419_095743
256,256,1.0,4.6,192.41,189.46,181.42,189.43,19.26,53.36,179.19,healthy,RiceHealthyField_20190419,IMG_3141
256,256,1.0,4.8,192.66,194.11,199.65,194.31,38.93,69.01,187.8,healthy,RiceHealthyField_20190419,IMG_20190419_145027
256,256,1.0,5.5,192.64,194.73,193.66,193.98,58.52,139.07,227.32,healthy,RiceHealthyField_20190419,IMG_20190424_130646
256,256,1.0,4.5,217.36,218.37,215.63,217.76,44.95,72.29,239.38,healthy,RiceHealthyField_20190419,IMG_20190424_130850
256,256,1.0,4.6,211.16,213.37,216.05,213.02,43.14,134.62,230.63,healthy,RiceHealthyField_20190419,IMG_20190424_131014
256,256,1.0,4.2,206.92,208.49,212.54,208.48,40.5,61.74,223.75,healthy,RiceHealthyField_20190419,IMG_20190419_145009
256,256,1.0,5.9,187.42,187.75,182.92,187.1,50.69,133.3,157.08,healthy,RiceHealthyField_20190419,IMG_20190419_171956
256,256,1.0,5.0,202.57,203.8,209.16,204.04,47.52,117.63,225.26,healthy,RiceHealthyField_20190419,IMG_20190419_145015
256,256,1.0,5.2,193.67,198.96,201.48,197.67,45.83,77.33,216.79,healthy,RiceHealthyField_20190419,IMG_20190419_145353
256,256,1.0,5.4,205.84,207.46,218.13,208.19,46.51,86.09,203.58,healthy,RiceHealthyField_20190419,IMG_20190419_175330
256,256,1.0,3.9,211.03,229.03,244.8,225.44,26.97,71.76,236.53,healthy,RiceHealthyField_20190419,IMG_20190419_100330
256,256,1.0,6.4,176.98,181.79,193.28,181.66,44.14,71.47,181.54,healthy,RiceHealthyField_20190419,IMG_20190419_123540
256,256,1.0,4.2,233.03,233.36,235.74,233.53,39.0,84.75,244.49,healthy,RiceHealthyField_20190419,IMG_20190419_095755
256,256,1.0,5.7,197.98,199.07,189.5,197.66,49.2,87.48,217.16,healthy,RiceHealthyField_20190419,IMG_20190424_133728
256,256,1.0,5.5,183.76,185.13,174.4,183.5,61.72,111.22,226.27,healthy,RiceHealthyField_20190419,IMG_20190424_130743
256,256,1.0,4.8,200.55,198.77,193.48,198.7,35.44,72.78,208.19,healthy,RiceHealthyField_20190419,IMG_3115
256,256,1.0,4.7,199.45,202.51,207.66,202.18,36.39,58.03,214.85,healthy,RiceHealthyField_20190419,IMG_20190419_165545
256,256,1.0,4.5,211.29,210.65,211.06,210.89,52.59,27.47,226.52,healthy,RiceHealthyField_20190419,IMG_20190419_173334
256,256,1.0,4.9,197.86,201.62,211.56,201.63,41.6,120.39,206.41,healthy,RiceHealthyField_20190419,IMG_20190419_110453
256,256,1.0,4.6,203.03,204.13,209.72,204.44,41.38,67.55,222.56,healthy,RiceHealthyField_20190419,IMG_20190419_141533
256,256,1.0,5.5,200.9,203.47,206.0,202.99,44.92,84.77,167.02,healthy,RiceHealthyField_20190419,IMG_20190419_162945
256,256,1.0,5.0,206.56,208.14,213.92,208.32,36.91,64.36,223.34,healthy,RiceHealthyField_20190419,IMG_20190419_170242
256,256,1.0,5.3,199.14,200.62,197.0,199.76,47.32,70.9,201.19,healthy,RiceHealthyField_20190419,IMG_20190419_172258
256,256,1.0,5.5,207.74,209.3,211.34,209.07,47.1,84.37,205.53,healthy,RiceHealthyField_20190419,IMG_20190419_162806
256,256,1.0,4.8,198.52,200.2,179.41,197.33,69.66,34.55,230.01,healthy,RiceHealthyField_20190419,IMG_20190420_200508
256,256,1.0,5.7,191.51,194.48,194.25,193.57,49.1,112.97,212.14,healthy,RiceHealthyField_20190419,IMG_20190419_162243
256,256,1.0,5.1,203.49,203.77,196.49,202.86,43.93,53.35,225.98,healthy,RiceHealthyField_20190419,IMG_20190424_130425
256,256,1.0,5.7,189.86,190.63,193.49,190.72,46.98,86.41,179.5,healthy,RiceHealthyField_20190419,IMG_20190419_175230
256,256,1.0,4.9,186.63,189.85,180.89,187.87,58.28,23.55,230.47,healthy,RiceHealthyField_20190419,IMG_20190424_130831
256,256,1.0,6.0,184.8,186.28,181.59,185.3,56.55,97.69,215.32,healthy,RiceHealthyField_20190419,IMG_20190424_133218
256,256,1.0,5.4,187.16,189.73,174.07,187.17,56.06,129.77,158.66,healthy,RiceHealthyField_20190419,IMG_20190421_195804
256,256,1.0,5.3,190.02,191.58,191.62,191.12,45.48,88.21,212.96,healthy,RiceHealthyField_20190419,IMG_20190419_141446
256,256,1.0,5.4,210.82,211.08,214.73,211.42,45.79,96.18,231.73,healthy,RiceHealthyField_20190419,IMG_20190419_164850
256,256,1.0,4.6,204.61,206.57,202.29,205.49,50.77,55.99,232.45,healthy,RiceHealthyField_20190419,IMG_20190424_130904
256,256,1.0,4.7,214.96,216.2,218.9,216.13,43.33,98.67,231.57,healthy,RiceHealthyField_20190419,IMG_20190419_162101
256,256,1.0,4.4,194.61,195.25,199.59,195.55,36.27,113.59,207.86,healthy,RiceHealthyField_20190419,IMG_20190419_144722
256,256,1.0,5.0,196.09,197.66,196.09,197.01,54.18,108.33,221.2,healthy,RiceHealthyField_20190419,IMG_20190424_131606
256,256,1.0,5.8,190.65,193.26,181.34,191.12,59.9,37.37,153.01,healthy,RiceHealthyField_20190419,IMG_20190419_174147
256,256,1.0,5.2,191.73,192.89,191.34,192.37,51.85,54.2,172.92,healthy,RiceHealthyField_20190419,IMG_20190419_174602
256,256,1.0,5.2,206.53,208.11,208.46,207.68,42.15,101.34,174.56,healthy,RiceHealthyField_20190419,IMG_20190419_133840
256,256,1.0,4.5,201.01,202.53,202.22,202.04,38.84,82.71,218.85,healthy,RiceHealthyField_20190419,IMG_20190419_134802
256,256,1.0,6.9,193.07,194.66,181.8,192.72,65.11,100.42,191.61,healthy,RiceHealthyField_20190419,IMG_20190424_131048
256,256,1.0,5.5,202.99,200.63,193.58,200.53,39.02,93.0,209.77,healthy,RiceHealthyField_20190419,IMG_3210
256,256,1.0,5.3,187.13,188.89,186.99,188.15,48.05,58.43,210.58,healthy,RiceHealthyField_20190419,IMG_20190419_144054
256,256,1.0,4.4,220.93,216.21,207.66,216.65,22.33,69.4,220.9,healthy,RiceHealthyField_20190419,IMG_3133
256,256,1.0,5.3,178.99,177.89,194.78,180.15,43.46,50.2,168.77,healthy,RiceHealthyField_20190419,IMG_20190419_115220
256,256,1.0,5.4,182.24,184.46,181.09,183.41,53.59,105.94,209.78,healthy,RiceHealthyField_20190419,IMG_20190419_141007
256,256,1.0,4.6,208.73,208.96,209.06,208.91,41.71,64.46,230.07,healthy,RiceHealthyField_20190419,IMG_20190424_130851
256,256,1.0,5.4,192.26,197.86,224.24,199.2,36.11,102.51,212.52,healthy,RiceHealthyField_20190419,IMG_20190419_130007
256,256,1.0,4.5,234.33,237.28,239.42,236.64,30.61,103.67,242.85,healthy,RiceHealthyField_20190419,IMG_20190419_100250
256,256,1.0,5.2,203.36,204.62,200.53,203.78,48.89,62.44,226.85,healthy,RiceHealthyField_20190419,IMG_20190419_174133
256,256,1.0,6.2,183.25,195.59,213.71,193.96,42.87,115.27,207.03,healthy,RiceHealthyField_20190419,IMG_20190419_124551
256,256,1.0,4.8,181.49,183.71,167.96,181.25,57.78,36.98,218.2,healthy,RiceHealthyField_20190419,IMG_20190421_195756
256,256,1.0,5.2,200.75,201.86,204.65,201.85,39.78,68.48,215.33,healthy,RiceHealthyField_20190419,IMG_20190419_165359
256,256,1.0,5.3,205.02,204.14,193.57,203.2,52.06,84.76,227.62,healthy,RiceHealthyField_20190419,IMG_20190421_195418
256,256,1.0,5.7,195.38,199.04,219.36,200.26,39.91,38.03,219.37,healthy,RiceHealthyField_20190419,IMG_20190419_125021
256,256,1.0,5.4,201.63,203.2,200.67,202.44,47.63,49.28,227.46,healthy,RiceHealthyField_20190419,IMG_20190419_134816
256,256,1.0,5.0,216.52,216.97,216.82,216.82,39.75,41.6,234.72,healthy,RiceHealthyField_20190419,IMG_20190419_134856
256,256,1.0,5.6,200.18,200.86,183.21,198.64,48.81,47.53,201.46,healthy,RiceHealthyField_20190419,IMG_20190424_130938
256,256,1.0,5.2,219.85,228.74,233.15,226.59,42.48,104.3,242.09,healthy,RiceHealthyField_20190419,IMG_20190419_100233
256,256,1.0,4.3,200.31,201.57,208.36,201.97,43.2,77.03,220.5,healthy,RiceHealthyField_20190419,IMG_20190419_165752
256,256,1.0,5.6,202.32,205.25,198.1,203.56,56.29,63.11,236.5,healthy,RiceHealthyField_20190419,IMG_20190424_131020
256,256,1.0,4.9,206.01,207.32,207.69,206.97,43.77,107.03,185.37,healthy,RiceHealthyField_20190419,IMG_20190419_172914
256,256,1.0,4.8,207.08,208.91,207.51,208.2,39.47,48.7,224.63,healthy,RiceHealthyField_20190419,IMG_20190419_140326
256,256,1.0,4.4,206.58,207.12,211.44,207.45,35.49,124.76,221.63,healthy,RiceHealthyField_20190419,IMG_20190419_134420
256,256,1.0,6.2,208.99,211.45,206.92,210.2,53.17,97.01,176.03,healthy,RiceHealthyField_20190419,IMG_20190419_162952
256,256,1.0,5.0,204.87,207.5,208.17,206.79,38.15,88.41,224.51,healthy,RiceHealthyField_20190419,IMG_20190419_133957
256,256,1.0,5.3,196.46,200.59,216.66,201.19,39.99,168.37,212.78,healthy,RiceHealthyField_20190419,IMG_20190419_124013
256,256,1.0,4.3,191.63,194.1,217.05,195.97,27.54,66.49,207.99,healthy,RiceHealthyField_20190419,IMG_20190419_095044
256,256,1.0,5.2,192.85,195.29,193.51,194.36,49.92,134.97,168.29,healthy,RiceHealthyField_20190419,IMG_20190424_132106
256,256,1.0,6.6,195.32,194.15,181.96,193.11,51.6,95.59,193.01,healthy,RiceHealthyField_20190419,IMG_20190424_132244
256,256,1.0,5.4,213.77,214.38,216.16,214.4,46.94,91.58,207.81,healthy,RiceHealthyField_20190419,IMG_20190419_165326
256,256,1.0,5.4,223.09,227.0,233.06,226.52,31.69,166.73,227.08,healthy,RiceHealthyField_20190419,IMG_20190419_100214
256,256,1.0,5.3,203.7,205.7,201.65,204.64,51.39,84.73,205.33,healthy,RiceHealthyField_20190419,IMG_20190424_131726
256,256,1.0,5.0,203.26,206.25,204.05,205.11,43.57,73.81,193.29,healthy,RiceHealthyField_20190419,IMG_20190419_140008
256,256,1.0,5.3,185.56,192.51,214.67,192.96,35.88,66.6,207.06,healthy,RiceHealthyField_20190419,IMG_20190419_113348
256,256,1.0,4.3,222.91,223.67,223.55,223.43,43.21,75.02,242.03,healthy,RiceHealthyField_20190419,IMG_20190424_131250
256,256,1.0,5.3,192.13,194.33,196.17,193.88,46.31,39.09,216.43,healthy,RiceHealthyField_20190419,IMG_20190419_162021
256,256,1.0,5.5,205.72,206.97,206.46,206.54,47.81,70.57,205.27,healthy,RiceHealthyField_20190419,IMG_20190419_162124
256,256,1.0,6.6,180.31,183.45,178.57,181.95,61.3,83.53,168.77,healthy,RiceHealthyField_20190419,IMG_20190419_141341
256,256,1.0,5.6,178.97,180.54,185.97,180.69,53.84,29.44,206.54,healthy,RiceHealthyField_20190419,IMG_20190419_175311
256,256,1.0,5.5,191.68,193.81,195.61,193.38,47.7,97.58,153.44,healthy,RiceHealthyField_20190419,IMG_20190419_163022
256,256,1.0,4.9,198.05,201.22,198.96,200.02,47.34,47.05,214.79,healthy,RiceHealthyField_20190419,IMG_20190424_133656
256,256,1.0,5.3,191.74,207.98,226.29,205.21,41.19,27.05,221.71,healthy,RiceHealthyField_20190419,IMG_20190419_103330
256,256,1.0,5.3,180.61,183.25,177.26,181.77,61.37,45.17,220.33,healthy,RiceHealthyField_20190419,IMG_20190424_130233
256,256,1.0,4.7,203.2,202.37,192.31,201.47,40.5,115.59,198.61,healthy,RiceHealthyField_20190419,IMG_20190421_195730
256,256,1.0,6.2,200.9,204.14,226.33,205.7,42.03,110.94,222.16,healthy,RiceHealthyField_20190419,IMG_20190419_112903
256,256,1.0,4.7,205.9,207.77,210.43,207.51,41.18,55.97,226.46,healthy,RiceHealthyField_20190419,IMG_20190419_165603
256,256,1.0,4.3,208.32,209.17,211.17,209.15,37.34,46.86,221.96,healthy,RiceHealthyField_20190419,IMG_20190419_133948
256,256,1.0,5.4,201.01,200.27,196.29,200.03,42.28,75.83,181.1,healthy,RiceHealthyField_20190419,IMG_20190424_132245
256,256,1.0,4.8,193.41,194.08,199.62,194.51,33.88,172.38,206.81,healthy,RiceHealthyField_20190419,IMG_20190419_095611
256,256,1.0,4.9,231.62,233.91,236.82,233.56,35.81,120.5,243.97,healthy,RiceHealthyField_20190419,IMG_20190419_100104
256,256,1.0,5.0,216.92,219.59,197.54,216.28,50.17,45.0,206.77,healthy,RiceHealthyField_20190419,IMG_20190420_193317
