image_id,category,ground_truth,family_id,symptom_stage,lesion_area,mode_a_diag,mode_a_state,mode_b_diag,mode_b_state,sym_diag,sym_state,asym_diag,asym_state,asym_reason,confidence,margin,d_to_h_mode_a,d_to_h_mode_b,d_to_h_sym,d_to_h_asym
val_healthy_108853.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_012,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_108863.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_013,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_108868.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_014,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_108890.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_015,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_108895.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_016,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_108896.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_017,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,0.9999,0.9998,False,False,False,False
val_healthy_108907.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_018,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_108908.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_019,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_108910.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_020,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_108921.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_021,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_108947.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_022,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,0.9999,0.9999,False,False,False,False
val_healthy_108951.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_023,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_108966.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_024,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_111630.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_025,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_111640.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_026,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_111644.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_027,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_111646.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_028,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_111669.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_029,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_111673.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_030,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_111676.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_031,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_111677.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_032,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_111681.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_033,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_111696.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_034,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_111704.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_035,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_111706.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_036,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_111713.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_037,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_111718.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_038,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_111725.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_039,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
val_healthy_115717.jpg,stratified_val_healthy,healthy,FAM_VAL_HEALTHY_040,canonical_validation_phenotype,10-25%,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
rice_ricetest1.webp,ood_rice_leaf,non_potato,FAM_OOD_RICE_01,non_potato_morphology,nan,healthy,accepted,late_blight,accepted,uncertain,uncertain,late_blight,accepted,FOCAL_DISEASE_OVERRIDE,0.9426,0.8884,False,False,False,False
rice_ricetest2.webp,ood_rice_leaf,non_potato,FAM_OOD_RICE_02,non_potato_morphology,nan,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
rice_ricetest3.webp,ood_rice_leaf,non_potato,FAM_OOD_RICE_03,non_potato_morphology,nan,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
rice_ricetest4.jpg,ood_rice_leaf,non_potato,FAM_OOD_RICE_04,non_potato_morphology,nan,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
rice_ricetest5.png,ood_rice_leaf,non_potato,FAM_OOD_RICE_05,non_potato_morphology,nan,healthy,accepted,healthy,accepted,healthy,accepted,healthy,accepted,CONSENSUS_AGREEMENT,1.0,1.0,False,False,False,False
rice_ricetest6.png,ood_rice_leaf,non_potato,FAM_OOD_RICE_06,non_potato_morphology,nan,abstain,unsupported_input,healthy,accepted,abstain,unsupported_input,abstain,unsupported_input,View 1 Quality Rejected: Insufficient foliage (3.1% < 5.0%),0.0,0.0,False,False,False,False
synthetic_blank_desk,unusable_control,unusable,FAM_CTRL_01,none,0.0%,abstain,unsupported_input,abstain,unsupported_input,abstain,unsupported_input,abstain,unsupported_input,View 1 Quality Rejected: Insufficient foliage (0.0% < 5.0%),0.0,0.0,False,False,False,False
synthetic_white_sheet,unusable_control,unusable,FAM_CTRL_02,none,0.0%,abstain,unsupported_input,abstain,unsupported_input,abstain,unsupported_input,abstain,unsupported_input,View 1 Quality Rejected: Insufficient foliage (0.0% < 5.0%),0.0,0.0,False,False,False,False
synthetic_blurred_scene,unusable_control,unusable,FAM_CTRL_03,none,0.0%,abstain,unsupported_input,abstain,unsupported_input,abstain,unsupported_input,abstain,unsupported_input,View 1 Quality Rejected: Severe image blur (var 0.0 < 40.0),0.0,0.0,False,False,False,False
